participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2020104,2020,2021-10-16,16,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No,20,17,17,20,17,480,220,260,2.63,9,8,9,None,No reliable access,Community college,21,19,21,23,19,560,270,290,3.294007002182387,10,9.080603315127622,10,Trade program,No,NA,5,Definitely,1,80,0.664007002182387,1,1
CYC2020105,2020,2021-09-30,18,12th,Black or African American,Male,Providence High School,Yes,"Under $25,000",7,Yes,College Prep,No,No,16,17,12,16,14,1200,550,650,2.05,5,3,5,Strong,Good access,Undecided,22,21,21,23,23,1230,670,560,2.480181632103651,6,3.30393129349193,7,Enrolled 2-year,Yes,11200,5,Probably,6,30,0.43018163210365135,1,2
CYC2020107,2020,2021-09-21,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",5,No,Dual Track,Yes,No,21,20,22,21,21,650,340,310,3.2,6,9,8,None,Limited access,4-year college,23,21,20,25,23,760,390,370,3.9765698362364774,8,11.195760806650316,10,Enrolled 4-year,No,NA,3,Probably,2,110,0.7765698362364772,2,2
CYC2020108,2020,2021-08-20,15,9th,Multiracial,Male,Providence High School,No,"$40,000-$59,999",5,Yes,Dual Track,Yes,No,20,18,16,21,18,1020,530,490,1.83,10,0,6,Limited,Good access,Trade school,23,25,25,23,24,1100,550,550,2.3123628237699223,10,1.6683607075321314,9,Working,No,NA,4,Maybe,3,80,0.48236282376992223,0,3
CYC2020109,2020,2021-09-10,18,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",7,Yes,Career Readiness,No,No,19,22,21,19,20,1200,570,630,2.55,7,6,2,Limited,Good access,4-year college,21,19,22,21,19,1310,660,650,2.947435069150029,10,5.137098230990272,5,Enrolled 4-year,Yes,4800,4,Definitely Not,2,110,0.397435069150029,3,3
CYC2020110,2020,2021-08-13,16,11th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,N/A,25,25,25,29,23,1110,540,570,1.85,4,11,7,None,No reliable access,Trade school,27,29,29,28,28,1240,570,670,2.143760448588746,7,12.394309337751542,8,Enrolled 4-year,No,NA,5,Definitely,2,130,0.29376044858874595,3,1
CYC2020111,2020,2021-08-20,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Career Readiness,No,No,14,14,15,15,13,1010,460,550,3.68,5,8,1,None,Limited access,Trade school,16,15,17,14,14,1130,520,610,3.825693595393485,9,11.751559556819908,4,Enrolled 4-year,No,NA,4,Maybe,2,120,0.1456935953934848,4,3
CYC2020112,2020,2021-09-30,18,12th,Multiracial,Male,Vance High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A,18,19,19,21,18,950,450,500,2.34,8,6,4,Limited,No reliable access,Community college,21,21,23,24,19,1100,520,580,2.4845888563559995,7,9.027616983465617,8,Enrolled 4-year,No,NA,4,Definitely,3,150,0.1445888563559996,-1,4
CYC2020113,2020,2021-08-07,18,12th,Black or African American,Male,Charlotte Catholic High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No,10,9,6,8,11,850,400,450,2.78,8,12,2,Moderate,Limited access,Trade school,14,16,11,12,12,970,440,530,3.133480470766558,10,14.259244430593007,4,Working,No,NA,4,Definitely,4,120,0.353480470766558,2,2
CYC2020114,2020,2021-07-06,17,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,Yes,26,28,25,27,24,880,470,410,4,2,8,7,Strong,Limited access,Work,32,34,30,35,30,940,470,470,4,6,12.297101168546652,7,Enrolled 2-year,No,NA,4,Definitely,6,60,0,4,0
CYC2020115,2020,2021-08-11,15,10th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No,21,19,22,20,24,1150,560,590,1.87,4,5,5,Limited,Limited access,4-year college,26,26,25,26,24,1190,640,550,2.562996399926439,6,4.326230463902017,8,Gap year,Yes,4800,5,Definitely Not,5,40,0.692996399926439,2,3
CYC2020116,2020,2021-08-31,17,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,N/A,17,20,17,21,18,1130,590,540,3.04,10,16,6,Moderate,Limited access,Undecided,20,22,18,20,19,1200,610,590,3.4758982298725303,10,22.95814787444686,7,Enrolled 4-year,Yes,12200,4,Definitely,3,70,0.43589822987253024,0,1
CYC2020118,2020,2021-08-30,18,12th,Other,Male,West Charlotte High School,No,"$100,000+",3,Yes,College Prep,No,No,22,24,19,22,21,1100,500,600,1.59,8,1,3,Moderate,No reliable access,4-year college,25,27,25,23,23,1200,560,640,1.8293722976766518,10,5.477571376063787,5,Enrolled 2-year,No,NA,5,Definitely,3,100,0.2393722976766517,2,2
CYC2020119,2020,2021-08-19,17,12th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,24,24,24,27,26,720,360,360,2.82,5,10,10,None,Limited access,Trade school,27,29,26,25,25,800,360,440,3.512507388138288,6,12.269178773814117,10,Enrolled 4-year,No,NA,5,Definitely,3,80,0.6925073881382882,1,0
CYC2020120,2020,2021-09-13,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$60,000-$79,999",1,Yes,College Prep,No,N/A,19,20,20,21,21,1100,580,520,2.02,9,3,3,None,Limited access,Trade school,23,21,24,26,22,1190,550,640,2.435330628776812,10,5.8144062520723026,5,Enrolled 2-year,Yes,8800,1,Probably,4,90,0.4153306287768119,1,2
CYC2020121,2020,2021-07-24,16,11th,Other,Male,Hopewell High School,No,"$25,000-$39,999",4,No,College Prep,No,Yes,19,21,15,22,21,1050,490,560,3.5,3,7,5,Limited,Limited access,Work,24,26,24,25,26,1210,610,600,4,3,12.1037795050593,9,Enrolled 4-year,No,NA,5,Definitely,5,160,0.5,0,4
CYC2020122,2020,2021-06-29,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No,15,15,12,17,12,1160,580,580,2.2,10,0,4,Strong,Good access,4-year college,18,17,19,17,19,1260,640,620,2.379684573080997,10,5.007428278110654,7,Gap year,Yes,14200,4,Probably,3,100,0.17968457308099683,0,3
CYC2020124,2020,2021-09-06,16,11th,Asian,Female,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,20,22,20,18,22,1330,650,680,1.52,4,0,5,Limited,Limited access,Military,23,25,20,26,21,1410,700,710,1.5644004879118472,3,4.675102534909562,6,Working,Yes,9200,4,Probably,3,80,0.04440048791184714,-1,1
CYC2020125,2020,2021-09-05,16,11th,Black or African American,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,Yes,No,17,19,13,18,16,870,470,400,2.15,2,16,7,Limited,No reliable access,Community college,22,21,22,22,24,940,450,490,2.8677511072962623,4,19.48708677595109,8,Enrolled 4-year,No,NA,5,Definitely,5,70,0.7177511072962623,2,1
CYC2020126,2020,2021-09-13,18,12th,Black or African American,Male,Mallard Creek High School,No,"$60,000-$79,999",5,Yes,College Prep,No,No,19,19,18,19,22,970,480,490,2.14,3,16,4,None,Limited access,4-year college,21,21,18,21,21,1010,530,480,2.135755346461651,5,13.230664490418146,6,Enrolled 2-year,No,NA,4,Definitely,2,40,-0.00424465353834913,2,2
CYC2020127,2020,2021-09-22,16,11th,Black or African American,Female,Butler High School,Yes,"Under $25,000",4,No,College Prep,No,N/A,23,24,21,21,26,1020,530,490,2.94,8,10,7,Limited,No reliable access,4-year college,24,23,25,24,24,1170,600,570,3.279679131647509,10,11.230336923090512,8,Enrolled 2-year,Yes,7300,5,Probably Not,1,150,0.3396791316475092,2,1
CYC2020128,2020,2021-07-25,15,9th,Black or African American,Female,Julius Chambers High School,Yes,"Under $25,000",7,No,Career Readiness,Yes,No,27,24,28,27,25,1090,570,520,3.5,8,2,1,Strong,No reliable access,4-year college,30,30,31,29,30,1180,650,530,3.670521413335665,10,3.9421027441040604,5,Enrolled 2-year,Yes,3000,3,Definitely,3,90,0.17052141333566517,2,4
CYC2020129,2020,2021-09-24,17,12th,Hispanic/Latino,Male,Hopewell High School,No,"$40,000-$59,999",6,No,Dual Track,No,No,15,16,11,19,14,910,460,450,3.12,2,9,3,Strong,Limited access,Community college,17,19,16,20,16,1030,550,480,3.1588067716863515,4,13.585363148694768,6,Enrolled 4-year,Yes,14100,4,Definitely,2,120,0.03880677168635138,2,3
CYC2020131,2020,2021-09-01,17,12th,Asian,Male,Independence High School,No,"Under $25,000",4,Yes,Dual Track,Yes,No,10,13,6,9,10,970,450,520,3.77,1,16,2,None,Limited access,Community college,12,14,10,11,12,1050,540,510,4,1,19.00783959311096,2,Trade program,No,NA,5,Definitely,2,80,0.22999999999999998,0,0
CYC2020132,2020,2021-10-05,16,10th,Black or African American,Male,Harding University High School,Yes,"$40,000-$59,999",6,Yes,College Prep,No,No,20,21,19,21,17,1080,530,550,3.83,9,3,9,Limited,Limited access,Community college,24,24,26,24,24,1220,570,650,3.475508332547748,10,6.400657931616374,10,Enrolled 2-year,No,NA,5,Definitely,4,140,-0.354491667452252,1,1
CYC2020133,2020,2021-07-01,16,11th,Asian,Female,Charlotte Catholic High School,Yes,"$40,000-$59,999",3,No,College Prep,No,N/A,19,19,21,19,20,1140,580,560,3.7,6,11,4,None,Good access,Community college,20,21,18,21,18,1250,690,560,3.8644669412483705,6,14.76002460363248,6,Trade program,Yes,13200,4,Definitely,1,110,0.16446694124837036,0,2
CYC2020134,2020,2021-10-03,18,12th,Hispanic/Latino,Male,Hopewell High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No,25,27,26,24,25,910,420,490,2.26,6,2,4,Strong,Good access,Trade school,27,28,28,30,27,980,520,460,2.8598568849039143,5,6.944095278000197,5,Enrolled 2-year,Yes,1900,3,Probably,2,70,0.5998568849039145,-1,1
CYC2020136,2020,2021-09-30,16,11th,White,Female,Garinger High School,No,"Under $25,000",3,Yes,College Prep,No,No,28,27,30,27,31,1040,560,480,3.06,8,14,1,Moderate,Limited access,4-year college,32,34,31,35,31,1130,610,520,3.2494033248175067,10,16.427961111410944,5,Military,Yes,13100,3,Definitely,4,90,0.18940332481750666,2,4
CYC2020137,2020,2021-07-26,18,12th,Hispanic/Latino,Female,Providence High School,No,"$25,000-$39,999",1,No,Dual Track,No,No,18,16,15,22,19,1250,680,570,2.03,10,4,8,None,Limited access,Community college,24,24,23,24,25,1360,700,660,2.306746004956335,10,8.513857501730833,9,Gap year,No,NA,3,Probably Not,6,110,0.27674600495633506,0,1
CYC2020140,2020,2021-07-23,18,12th,Black or African American,Male,Rocky River High School,No,"$40,000-$59,999",6,Yes,College Prep,Yes,No,14,14,14,12,17,840,430,410,1.59,4,6,3,Limited,Limited access,Work,18,19,20,18,17,910,470,440,2.060573265602488,7,7.473690037787475,3,Gap year,Yes,10700,4,Probably,4,70,0.47057326560248813,3,0
CYC2020141,2020,2021-11-01,14,9th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",1,Yes,College Prep,Yes,No,17,15,16,19,14,950,490,460,1.9,1,9,2,None,Limited access,Community college,19,21,19,21,18,960,470,490,2.1081116677332825,4,13.54796833943935,4,Enrolled 4-year,Yes,4600,5,Probably,2,10,0.2081116677332826,3,2
CYC2020142,2020,2021-08-16,16,11th,Asian,Female,Ardrey Kell High School,No,"Under $25,000",2,Yes,College Prep,No,Yes,19,21,19,21,22,970,460,510,3.79,9,16,5,Moderate,Good access,4-year college,22,22,23,25,23,1030,530,500,3.8643691512181997,10,17.255563452773206,8,Gap year,No,NA,3,Maybe,3,60,0.07436915121819965,1,3
CYC2020143,2020,2021-09-15,16,10th,Black or African American,Female,Myers Park High School,No,"$25,000-$39,999",2,No,Career Readiness,No,No,20,20,22,18,21,1010,540,470,2.18,1,9,4,Limited,Limited access,4-year college,24,22,22,23,26,1090,580,510,2.918100820967037,5,9.331719722192123,5,Enrolled 4-year,No,NA,3,Definitely,4,80,0.7381008209670368,4,1
CYC2020144,2020,2021-10-14,18,12th,White,Male,Mallard Creek High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No,15,17,17,13,18,1150,550,600,1.88,8,12,1,Limited,Good access,4-year college,19,21,19,20,19,1220,660,560,1.9814318521646392,10,14.003366439054005,2,Trade program,Yes,13200,4,Maybe,4,70,0.10143185216463935,2,1
CYC2020145,2020,2021-09-13,17,11th,Black or African American,Male,Independence High School,Yes,"Under $25,000",3,No,College Prep,No,No,25,26,21,23,26,990,450,540,1.56,5,14,6,Limited,No reliable access,Trade school,28,26,25,27,26,1060,550,510,1.9766152228446456,7,16.132206071084738,7,Gap year,No,NA,4,Definitely,3,70,0.4166152228446456,2,1
CYC2020146,2020,2021-08-13,14,9th,Multiracial,Female,North Mecklenburg High School,No,"$60,000-$79,999",5,Yes,Dual Track,Yes,No,20,17,18,18,18,930,500,430,1.44,4,0,3,None,Limited access,Trade school,22,23,22,21,24,1050,560,490,1.99397703866214,5,2.160257738421748,5,Enrolled 2-year,Yes,14300,4,Probably,2,120,0.5539770386621401,1,2
CYC2020148,2020,2021-09-13,16,10th,White,Female,Charlotte Catholic High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No,21,23,23,22,24,1350,660,690,3.57,8,6,4,Limited,No reliable access,Work,28,27,29,29,29,1440,680,760,3.948764038883131,9,11.142033857204753,6,Enrolled 2-year,No,NA,5,Definitely,7,90,0.37876403888313126,1,2
CYC2020149,2020,2021-08-08,16,11th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,19,16,21,22,18,1020,500,520,2.15,2,14,3,Limited,Limited access,4-year college,22,23,22,22,22,1040,500,540,2.9181425651482193,4,12.8076298928914,4,Enrolled 4-year,No,NA,4,Probably,3,20,0.7681425651482194,2,1
CYC2020150,2020,2021-07-21,16,11th,Black or African American,Female,Ardrey Kell High School,Yes,"Under $25,000",5,Yes,College Prep,No,Yes,18,19,16,18,16,880,480,400,2.1,7,11,2,Limited,Limited access,Military,20,19,22,18,18,980,530,450,2.2696309616474384,8,14.52143969531065,3,Enrolled 2-year,No,NA,4,Probably,2,100,0.1696309616474383,1,1
CYC2020152,2020,2021-07-22,17,12th,Hispanic/Latino,Male,Providence High School,No,"$25,000-$39,999",7,No,Dual Track,No,N/A,15,17,17,18,14,770,350,420,2.76,9,18,2,Limited,Limited access,Trade school,19,19,16,21,20,860,390,470,3.1807248432756254,10,21.015903507761365,4,Enrolled 2-year,Yes,14500,5,Definitely,4,90,0.42072484327562565,1,2
CYC2020153,2020,2021-08-04,16,11th,Hispanic/Latino,Male,Myers Park High School,No,"$25,000-$39,999",6,No,Career Readiness,No,No,12,12,13,11,9,1250,660,590,1.87,10,4,3,Limited,Limited access,Trade school,14,15,12,16,14,1300,670,630,2.47112409023632,10,8.519100052845879,4,Trade program,Yes,9000,3,Maybe,2,50,0.6011240902363197,0,1
CYC2020154,2020,2021-07-01,16,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",5,Unknown,Dual Track,No,No,17,19,15,19,20,850,440,410,2.18,4,7,3,None,Limited access,Community college,18,19,20,19,17,960,460,500,2.523024493011951,7,9.809143497048128,4,Enrolled 4-year,No,NA,3,Definitely,1,110,0.34302449301195104,3,1
CYC2020155,2020,2021-09-15,16,11th,Hispanic/Latino,Male,Butler High School,Yes,"$25,000-$39,999",2,Yes,College Prep,Yes,No,19,17,17,23,18,1160,580,580,3.23,7,16,5,Moderate,Limited access,Community college,21,20,22,23,21,1250,680,570,3.922993051011799,10,19.98850045826378,9,Enrolled 4-year,Yes,1500,3,Definitely,2,90,0.6929930510117992,3,4
CYC2020156,2020,2021-09-29,17,11th,Multiracial,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",4,Yes,College Prep,Yes,No,14,12,11,18,12,1090,540,550,2.8,8,8,5,None,No reliable access,Work,15,17,16,14,17,1160,540,620,3.3302270393623106,8,14.04223725373625,8,Enrolled 4-year,No,NA,4,Definitely,1,70,0.5302270393623107,0,3
CYC2020157,2020,2021-08-12,17,11th,Black or African American,Male,Mallard Creek High School,Yes,"$100,000+",3,Yes,Career Readiness,No,Yes,20,22,19,18,17,1150,610,540,3.85,10,7,3,None,Limited access,Community college,22,23,24,22,20,1310,720,590,4,10,10.386598678706914,4,Enrolled 2-year,No,NA,4,Probably,2,160,0.1499999999999999,0,1
CYC2020158,2020,2021-10-11,14,9th,Black or African American,Female,South Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,No,No,21,18,17,24,22,1030,480,550,2.51,8,3,4,Limited,No reliable access,Military,23,21,25,26,25,1220,610,610,2.14560041144542,10,7.708217912633639,6,Gap year,No,NA,3,Definitely,2,190,-0.3643995885545799,2,2
CYC2020159,2020,2021-07-31,18,12th,Black or African American,Female,Julius Chambers High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,No,14,13,15,17,14,970,460,510,2.42,1,1,1,Moderate,Good access,Work,21,19,23,23,21,990,520,470,2.8493071864277764,5,4.5388035246880385,3,Enrolled 4-year,Yes,5600,2,Definitely,7,20,0.42930718642777643,4,2
CYC2020160,2020,2021-07-06,16,11th,Black or African American,Female,Independence High School,No,"$40,000-$59,999",5,No,College Prep,No,Yes,24,23,23,27,21,790,410,380,2.77,3,7,5,Moderate,Good access,4-year college,26,28,25,26,24,850,450,400,2.922185196718686,4,9.333549440103479,6,Enrolled 2-year,No,NA,5,Probably,2,60,0.15218519671868602,1,1
CYC2020163,2020,2021-09-11,17,12th,Black or African American,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",1,Yes,Intensive Support,Yes,No,16,19,13,14,16,920,430,490,3.72,5,4,2,None,No reliable access,Community college,19,18,20,20,21,940,460,480,4,7,9.949290207246118,3,Enrolled 4-year,No,NA,3,Definitely Not,3,20,0.2799999999999998,2,1
CYC2020165,2020,2021-09-22,16,11th,Asian,Female,Julius Chambers High School,Yes,"Under $25,000",4,Yes,Career Readiness,Yes,No,25,26,23,25,28,670,310,360,2.82,2,0,5,Limited,Good access,4-year college,26,28,26,25,27,740,370,370,2.9486785947648233,3,0,7,Enrolled 4-year,Yes,3100,3,Definitely,1,70,0.12867859476482346,1,2
CYC2020167,2020,2021-09-26,15,10th,Black or African American,Male,Vance High School,No,"Under $25,000",3,No,College Prep,No,No,15,14,13,13,16,1350,710,640,1.3,2,9,7,None,Limited access,Work,17,17,18,20,17,1400,700,700,2.040081331930425,4,13.316230282030048,7,Enrolled 4-year,Yes,11000,2,Probably,2,50,0.7400813319304251,2,0
CYC2020169,2020,2021-10-02,18,12th,Asian,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",7,Yes,Career Readiness,No,Yes,22,23,22,26,22,1010,520,490,1,3,12,2,Moderate,Good access,Undecided,25,27,26,23,25,1050,550,500,1.3279463325245853,2,11.777007293415164,4,Trade program,Yes,2300,4,Definitely,3,40,0.32794633252458527,-1,2
CYC2020171,2020,2021-06-28,16,11th,Black or African American,Male,Rocky River High School,No,"Under $25,000",4,Yes,Career Readiness,No,No,26,24,27,30,26,760,410,350,4,1,4,8,Limited,No reliable access,4-year college,30,32,27,29,29,980,480,500,3.94595339464585,3,9.524421263623559,9,Enrolled 4-year,No,NA,5,Definitely,4,220,-0.05404660535414996,2,1
CYC2020172,2020,2021-08-16,17,11th,Multiracial,Female,Hopewell High School,Yes,"$100,000+",2,Yes,Career Readiness,Yes,Yes,26,26,27,28,27,1040,470,570,1,1,6,1,Moderate,Limited access,4-year college,28,27,27,27,28,1080,500,580,1.1981521786299099,4,8.816781918448703,2,Gap year,No,NA,5,Definitely,2,40,0.19815217862990986,3,1
CYC2020174,2020,2021-08-22,18,12th,Other,Female,Independence High School,No,"$60,000-$79,999",1,Yes,Intensive Support,Yes,No,13,13,15,12,14,770,360,410,2.92,4,13,10,Limited,Limited access,Undecided,17,15,17,19,18,860,460,400,2.902979162565693,6,12.689166166467448,10,Working,No,NA,5,Definitely,4,90,-0.017020837434306824,2,0
CYC2020175,2020,2021-07-17,17,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,No,18,17,18,22,16,1050,570,480,2.19,2,2,4,Strong,No reliable access,Work,21,23,20,19,19,1230,580,650,2.349352286729709,4,2.005793738849468,4,Enrolled 4-year,No,NA,5,Definitely,3,180,0.15935228672970903,2,0
CYC2020176,2020,2021-10-26,15,10th,White,Female,Julius Chambers High School,No,"Under $25,000",4,No,College Prep,Yes,Yes,20,22,17,18,23,770,350,420,2.4,5,17,4,Moderate,Limited access,4-year college,22,21,20,21,23,840,400,440,2.8183762770693823,8,13.994730602730112,5,Enrolled 4-year,No,NA,5,Definitely,2,70,0.4183762770693824,3,1
CYC2020178,2020,2021-09-23,17,12th,White,Female,Independence High School,No,"$25,000-$39,999",4,No,Career Readiness,Yes,No,15,12,13,17,14,1300,610,690,1,6,4,1,None,Good access,4-year college,16,16,15,15,14,1340,700,640,1.1559209154731502,7,9.204941207379818,5,Enrolled 4-year,Yes,8800,4,Definitely,1,40,0.15592091547315023,1,4
CYC2020179,2020,2021-08-12,18,12th,Asian,Male,Mallard Creek High School,Yes,"Under $25,000",4,Yes,Career Readiness,Yes,Yes,12,12,11,16,9,1190,600,590,1.95,10,0,3,None,Limited access,Military,15,13,17,18,13,1210,550,660,2.5069533329762597,10,0,7,Working,No,NA,3,Definitely,3,20,0.5569533329762597,0,4
CYC2020180,2020,2021-10-11,17,11th,Hispanic/Latino,Male,North Mecklenburg High School,Yes,"Under $25,000",6,Yes,Career Readiness,Yes,N/A,22,22,19,24,22,1040,490,550,3.26,9,6,8,Strong,Good access,4-year college,27,27,26,26,25,1080,570,510,3.724360023118945,9,11.540892457808654,9,Enrolled 4-year,Yes,7400,5,Definitely,5,40,0.4643600231189451,0,1
CYC2020182,2020,2021-09-14,15,9th,Black or African American,Female,Butler High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,No,11,12,13,15,14,1180,590,590,3.28,9,6,1,Strong,Limited access,Trade school,16,15,14,19,14,1310,610,700,3.874706980806046,9,9.028627420453276,3,Enrolled 2-year,No,NA,4,Probably,5,130,0.5947069808060461,0,2
CYC2020183,2020,2021-09-13,17,12th,Black or African American,Non-binary,Vance High School,Yes,"Under $25,000",2,No,College Prep,Yes,No,23,22,22,24,25,700,320,380,2.04,2,3,10,None,Limited access,4-year college,25,26,25,27,25,810,370,440,2.7196316549528476,4,7.4733845832496995,10,Working,Yes,7100,4,Definitely,2,110,0.6796316549528476,2,0
CYC2020184,2020,2021-07-13,16,11th,Hispanic/Latino,Male,Ardrey Kell High School,No,"$25,000-$39,999",3,Yes,College Prep,No,Yes,24,25,20,28,26,950,440,510,2.06,8,9,1,Limited,Limited access,Trade school,28,28,29,27,28,1040,510,530,2.4068402214722338,10,15.848341555212997,4,Working,Yes,6900,4,Probably,4,90,0.3468402214722337,2,3
CYC2020185,2020,2021-07-21,18,12th,Asian,Male,Rocky River High School,No,"$40,000-$59,999",4,Yes,Dual Track,No,No,15,14,14,17,16,990,480,510,1.91,9,15,4,Strong,Limited access,Trade school,17,19,15,15,19,1130,600,530,2.3091195844829593,10,17.09442457990083,7,Enrolled 2-year,No,NA,5,Definitely,2,140,0.39911958448295937,1,3
CYC2020186,2020,2021-08-23,16,10th,Hispanic/Latino,Male,Myers Park High School,Yes,"$40,000-$59,999",1,Yes,Dual Track,No,N/A,19,18,15,22,18,1160,560,600,2.21,2,13,1,None,Good access,Military,21,19,20,20,20,1190,620,570,3.066887073658263,6,19.460489228587793,4,Enrolled 2-year,No,NA,5,Probably,2,30,0.856887073658263,4,3
CYC2020187,2020,2021-06-29,17,11th,Hispanic/Latino,Male,Olympic High School,Yes,"$80,000-$99,999",2,Yes,College Prep,No,No,14,13,11,16,15,780,400,380,1.87,5,13,2,Moderate,No reliable access,Military,17,16,15,18,15,870,420,450,2.3335444497937767,9,17.278225964175352,4,Enrolled 2-year,No,NA,5,Definitely,3,90,0.4635444497937766,4,2
CYC2020188,2020,2021-08-09,14,9th,Native American,Male,Harding University High School,Yes,"$80,000-$99,999",4,Yes,Career Readiness,No,No,14,11,10,18,12,930,500,430,1.42,6,9,2,Limited,Limited access,4-year college,17,16,17,15,16,1030,540,490,1.5753864906168675,6,12.825512761360061,4,Trade program,Yes,10200,3,Definitely,3,100,0.1553864906168676,0,2
CYC2020190,2020,2021-08-26,15,10th,Hispanic/Latino,Female,Garinger High School,No,"$80,000-$99,999",4,Unknown,College Prep,No,Yes,18,21,20,20,21,1020,470,550,1,6,3,10,Moderate,Limited access,4-year college,20,18,20,22,18,1160,540,620,1.2017768395918509,8,5.825822629734565,10,Enrolled 4-year,No,NA,4,Definitely,2,140,0.2017768395918509,2,0
CYC2020191,2020,2021-08-27,16,10th,Black or African American,Female,East Mecklenburg High School,Yes,"Under $25,000",3,Yes,Dual Track,Yes,No,22,22,19,21,23,960,470,490,2.9,8,0,6,Limited,Limited access,Community college,25,25,27,28,23,1050,500,550,3.3986425279968504,9,0.8706726050808835,7,Enrolled 4-year,Yes,11300,5,Definitely,3,90,0.4986425279968505,1,1
CYC2020193,2020,2021-09-14,15,9th,White,Male,North Mecklenburg High School,No,"Under $25,000",2,Yes,Career Readiness,Yes,N/A,19,22,15,19,21,470,240,230,2.9,4,5,4,Limited,Limited access,Work,21,23,18,20,19,610,320,290,3.3494780891865306,5,10.577349996743841,8,Enrolled 4-year,No,NA,5,Probably,2,140,0.44947808918653065,1,4
CYC2020194,2020,2021-08-27,18,12th,Multiracial,Male,Harding University High School,No,"$40,000-$59,999",1,No,Dual Track,Yes,No,13,12,13,17,11,1150,620,530,3.32,2,0,7,Limited,Limited access,Trade school,16,15,17,18,16,1300,620,680,3.375111666311223,4,3.4784873679414874,9,Enrolled 2-year,No,NA,4,Definitely,3,150,0.05511166631122322,2,2
CYC2020195,2020,2021-07-16,18,12th,Asian,Male,Julius Chambers High School,Yes,"$40,000-$59,999",4,No,Career Readiness,No,N/A,13,16,13,17,11,1100,580,520,2.63,3,9,4,Limited,Limited access,Work,16,14,15,17,17,1190,560,630,3.3506919195600435,4,9.890348691465643,5,Trade program,No,NA,3,Definitely,3,90,0.7206919195600436,1,1
CYC2020196,2020,2021-11-12,16,11th,Hispanic/Latino,Male,Ardrey Kell High School,No,"$80,000-$99,999",4,Yes,Dual Track,No,No,14,12,12,18,13,810,370,440,1.68,1,12,5,None,No reliable access,Community college,16,17,15,17,17,920,490,430,2.3637244832290074,3,16.794794320867556,8,Enrolled 4-year,Yes,13800,2,Definitely,2,110,0.6837244832290075,2,3
CYC2020201,2020,2021-09-07,15,10th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,Yes,No,28,31,24,30,30,950,460,490,3.35,4,4,1,Strong,Good access,Work,32,34,29,33,30,1010,530,480,3.6798531961454755,5,8.37738080550822,1,Enrolled 4-year,No,NA,3,Definitely,4,60,0.32985319614547537,1,0
