participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2023103,2023,2024-07-27,18,12th,Hispanic/Latino,Female,Ardrey Kell High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,27,26,25,28,26,970,460,510,2.13,3,21,3,Limited,Limited access,Community college,31,31,33,33,31,1100,580,520,2.495338346613416,5,23.298299398325366,4,Enrolled 4-year,No,NA,5,Probably,4,130,0.36533834661341613,2,1
CYC2023104,2023,2024-07-05,17,11th,Hispanic/Latino,Female,Ardrey Kell High School,No,"Under $25,000",4,No,College Prep,No,No,18,19,17,20,18,1120,530,590,2.46,6,10,8,None,Limited access,4-year college,22,22,20,23,24,1200,560,640,2.947627728129881,8,11.84799032386546,8,Enrolled 2-year,No,NA,4,Definitely,4,80,0.4876277281298811,2,0
CYC2023105,2023,2024-07-23,16,11th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,18,17,14,16,17,1220,580,640,2.79,8,14,3,Moderate,Limited access,Undecided,22,21,21,25,24,1260,690,570,3.002170931496718,10,15.779070160695587,5,Trade program,No,NA,5,Probably,4,40,0.21217093149671795,2,2
CYC2023106,2023,2024-09-28,16,11th,Black or African American,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",5,Yes,Intensive Support,No,Yes,23,25,20,24,23,940,450,490,2.96,5,5,4,Limited,Good access,Community college,29,27,28,30,30,1020,530,490,3.422916559516602,8,7.846531324462106,5,Enrolled 4-year,No,NA,4,Definitely,6,80,0.4629165595166018,3,1
CYC2023108,2023,2024-07-20,18,12th,Hispanic/Latino,Female,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,12,13,11,16,12,670,340,330,2.19,6,22,6,None,No reliable access,4-year college,14,16,13,14,14,760,380,380,2.7106483607190084,9,25.706434147029892,10,Enrolled 4-year,Yes,9300,5,Probably,2,90,0.5206483607190084,3,4
CYC2023110,2023,2024-10-03,14,9th,Hispanic/Latino,Female,South Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,No,12,9,13,13,13,980,480,500,2.68,4,5,5,Moderate,Limited access,4-year college,14,15,15,13,14,1080,530,550,3.4236716515118655,7,9.77238042543662,5,Working,No,NA,5,Maybe,2,100,0.7436716515118653,3,0
CYC2023111,2023,2024-10-12,16,11th,White,Female,Hopewell High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,17,19,16,15,17,940,430,510,2.29,4,3,1,None,Good access,Work,20,20,18,23,22,1010,470,540,2.311261464610765,7,3.841620010494815,2,Enrolled 2-year,No,NA,5,Probably,3,70,0.021261464610764946,3,1
CYC2023113,2023,2024-09-26,16,11th,White,Female,Mallard Creek High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No,16,13,17,18,19,1100,550,550,2.37,2,0,4,Limited,No reliable access,Community college,21,20,19,20,23,1220,570,650,2.9222766127746453,4,4.784067335993717,5,Enrolled 2-year,No,NA,5,Definitely,5,120,0.5522766127746452,2,1
CYC2023114,2023,2024-09-12,15,9th,Black or African American,Male,Rocky River High School,Yes,"$60,000-$79,999",1,No,Intensive Support,No,No,15,13,17,13,14,1320,640,680,3.2,1,0,2,Moderate,Limited access,4-year college,18,20,20,16,18,1480,740,740,3.4973217806869363,3,1.6674669792941488,5,Enrolled 4-year,Yes,8300,5,Definitely,3,160,0.29732178068693615,2,3
CYC2023115,2023,2024-08-10,15,10th,Multiracial,Female,Harding University High School,Yes,"Under $25,000",5,No,College Prep,Yes,No,22,22,20,21,25,930,440,490,2.53,1,10,4,Limited,Limited access,4-year college,25,26,23,26,26,980,480,500,2.2730882556760195,2,11.63331632337344,6,Trade program,No,NA,2,Definitely,3,50,-0.25691174432398034,1,2
CYC2023116,2023,2024-09-24,18,12th,Black or African American,Male,Harding University High School,No,"Under $25,000",6,Yes,Intensive Support,No,No,18,19,19,19,15,710,360,350,2.84,3,11,9,Limited,Good access,Trade school,22,23,22,23,21,710,330,380,3.263089003723429,7,16.594156834301103,10,Enrolled 4-year,Yes,4800,5,Definitely,4,0,0.42308900372342917,4,1
CYC2023117,2023,2024-08-27,16,11th,Hispanic/Latino,Male,South Mecklenburg High School,No,"$25,000-$39,999",5,Yes,College Prep,No,No,11,13,9,13,11,660,310,350,1.61,9,7,1,Moderate,Limited access,Military,19,18,18,19,19,710,350,360,2.2160441520308782,10,11.133031295099087,3,Enrolled 2-year,No,NA,5,Definitely,8,50,0.6060441520308781,1,2
CYC2023118,2023,2024-09-14,16,11th,Hispanic/Latino,Female,Independence High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,No,26,24,23,30,24,1050,570,480,1.5,7,16,6,Limited,Limited access,4-year college,27,25,24,30,29,1180,640,540,1.8394805449662928,7,19.49475260464355,9,Enrolled 2-year,No,NA,1,Definitely,1,130,0.33948054496629276,0,3
CYC2023119,2023,2024-09-13,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",3,No,Intensive Support,No,No,21,24,18,24,20,960,480,480,2.9,5,9,1,Strong,Good access,4-year college,23,22,20,25,23,1100,540,560,3.215736613492943,7,13.397257076414775,4,Gap year,Yes,5000,5,Probably,2,140,0.3157366134929429,2,3
CYC2023120,2023,2024-10-25,18,12th,Black or African American,Female,Ardrey Kell High School,No,"$80,000-$99,999",3,Yes,Career Readiness,Yes,No,15,17,15,13,18,1200,610,590,2.28,10,14,1,Limited,Limited access,4-year college,14,12,13,17,16,1260,620,640,2.876421506662787,10,14.632771326785038,2,Gap year,No,NA,5,Probably Not,-1,60,0.5964215066627871,0,1
CYC2023121,2023,2024-10-21,17,11th,Multiracial,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",7,Yes,College Prep,Yes,N/A,25,25,22,24,27,730,350,380,2.54,6,6,10,Limited,Good access,Trade school,29,30,27,29,27,840,390,450,3.3586450198126303,9,9.307366020842355,10,Working,No,NA,5,Probably,4,110,0.8186450198126303,3,0
CYC2023122,2023,2024-09-07,18,12th,White,Female,Hopewell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,N/A,19,20,21,20,19,1420,710,710,1.89,5,2,7,Strong,Good access,4-year college,23,25,22,23,22,1470,760,710,2.1879597905802655,4,3.5647497934634806,10,Gap year,No,NA,5,Definitely,4,50,0.29795979058026556,-1,3
CYC2023123,2023,2024-09-15,15,9th,Asian,Female,Garinger High School,No,"$40,000-$59,999",3,Yes,Career Readiness,Yes,No,27,28,23,30,30,1140,560,580,1,3,8,3,Limited,Limited access,4-year college,30,30,31,33,28,1200,610,590,1.5698750062746512,4,7.872123903755044,6,Trade program,Yes,9800,5,Definitely,3,60,0.5698750062746512,1,3
CYC2023124,2023,2024-10-19,15,10th,Black or African American,Male,Garinger High School,Yes,"Under $25,000",3,Yes,Career Readiness,Yes,No,13,14,12,12,16,810,400,410,2.47,1,7,7,Moderate,Limited access,Undecided,16,14,14,16,17,880,410,470,2.995648775190925,3,9.573470355491667,10,Enrolled 2-year,Yes,3400,4,Definitely,3,70,0.5256487751909247,2,3
CYC2023126,2023,2024-07-25,15,10th,Black or African American,Female,Hopewell High School,Yes,"$100,000+",5,Yes,Dual Track,No,Yes,28,30,30,31,30,1040,570,470,2.52,7,13,5,None,Good access,Community college,35,33,32,35,36,1100,600,500,2.9591844886264496,8,10.553087793073058,6,Enrolled 2-year,Yes,4700,4,Definitely,7,60,0.43918448862644954,1,1
CYC2023127,2023,2024-07-29,17,12th,White,Male,Vance High School,Yes,"$25,000-$39,999",1,No,College Prep,No,Yes,16,13,13,16,18,780,360,420,1.3,7,2,4,Limited,No reliable access,4-year college,16,17,18,14,16,920,460,460,1.5466293643383464,8,1.5976323640657943,5,Enrolled 4-year,No,NA,4,Definitely,0,140,0.24662936433834637,1,1
CYC2023128,2023,2024-10-29,15,9th,White,Non-binary,Julius Chambers High School,Yes,"$25,000-$39,999",1,Yes,Dual Track,No,No,19,17,21,21,19,1000,460,540,4,10,10,4,Limited,Good access,Community college,23,21,20,22,22,1020,520,500,3.8252522492697825,10,13.74276909438219,4,Gap year,No,NA,5,Definitely,4,20,-0.17474775073021753,0,0
CYC2023129,2023,2024-08-19,18,12th,Black or African American,Female,Vance High School,No,"Under $25,000",3,Yes,Career Readiness,Yes,No,15,14,11,15,17,1280,680,600,2.22,9,7,7,Moderate,Limited access,4-year college,17,17,16,17,18,1430,650,780,2.6907250555914266,10,6.890747114639119,10,Enrolled 2-year,No,NA,5,Definitely Not,2,150,0.4707250555914264,1,3
CYC2023130,2023,2024-10-01,17,12th,Black or African American,Female,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,No,No,21,22,19,19,18,1060,550,510,2.06,2,0,2,Moderate,Good access,Community college,24,24,23,26,22,1200,630,570,2.0430658208359955,6,0.5186528400925483,3,Enrolled 2-year,No,NA,5,Definitely,3,140,-0.016934179164004526,4,1
CYC2023131,2023,2024-07-27,16,11th,Black or African American,Male,Julius Chambers High School,Yes,"$25,000-$39,999",7,Yes,Intensive Support,Yes,No,14,17,15,14,15,810,380,430,2.15,8,9,3,Strong,Good access,4-year college,17,19,16,16,15,1000,500,500,2.7355025964669335,10,14.562581852582676,7,Trade program,Yes,8700,4,Definitely,3,190,0.5855025964669336,2,4
CYC2023132,2023,2024-09-10,18,12th,Black or African American,Female,West Charlotte High School,No,"$40,000-$59,999",3,Yes,Intensive Support,No,No,14,13,13,12,15,1020,500,520,2.01,2,5,3,Limited,No reliable access,Community college,18,19,20,20,20,1010,500,510,2.2295665143246985,5,10.67368278822969,5,Trade program,No,NA,5,Probably,4,-10,0.21956651432469876,3,2
CYC2023133,2023,2024-09-18,16,11th,Black or African American,Female,North Mecklenburg High School,No,"$25,000-$39,999",2,No,College Prep,No,Yes,21,22,19,24,24,1330,690,640,1.5,7,11,4,Moderate,Limited access,Trade school,26,27,27,25,25,1460,770,690,1.8817459107848127,10,12.26686655632212,6,Enrolled 2-year,No,NA,5,Probably,5,130,0.3817459107848127,3,2
CYC2023134,2023,2024-09-10,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"$60,000-$79,999",2,Yes,College Prep,No,No,25,24,23,29,25,1340,720,620,2.37,2,16,8,None,Limited access,Community college,25,23,22,25,27,1420,730,690,2.486065870118833,6,18.592103396721736,10,Gap year,No,NA,4,Definitely,0,80,0.11606587011883285,4,2
CYC2023135,2023,2024-10-25,18,12th,Black or African American,Female,Charlotte Catholic High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No,19,20,19,18,22,1060,520,540,2.13,5,7,10,Limited,No reliable access,Community college,22,22,23,23,24,1080,590,490,2.8069762094056663,7,12.635106234926436,10,Enrolled 4-year,Yes,10000,3,Definitely,3,20,0.6769762094056664,2,0
CYC2023136,2023,2024-08-12,15,10th,Black or African American,Female,Butler High School,Yes,"$80,000-$99,999",2,Yes,Dual Track,No,Yes,17,14,18,15,14,1180,620,560,2.49,6,13,2,None,Good access,Trade school,19,19,21,22,18,1270,660,610,3.0185965731374074,8,17.781179468257967,4,Gap year,No,NA,4,Definitely,2,90,0.5285965731374072,2,2
CYC2023137,2023,2024-09-02,17,12th,White,Female,Garinger High School,Yes,"$25,000-$39,999",6,Yes,Intensive Support,No,Yes,20,17,22,22,17,1370,730,640,2.44,8,7,3,Limited,No reliable access,Trade school,23,22,22,26,24,1450,720,730,2.953470684719693,10,12.575483108888589,5,Enrolled 2-year,No,NA,4,Probably,3,80,0.5134706847196933,2,2
CYC2023138,2023,2024-06-27,18,12th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"$25,000-$39,999",3,No,Career Readiness,No,No,18,16,15,16,17,700,360,340,3.06,9,10,2,Strong,No reliable access,4-year college,20,22,21,23,21,700,320,380,3.3931931505549584,8,11.876710355610214,3,Trade program,Yes,13000,3,Definitely,2,0,0.33319315055495835,-1,1
CYC2023139,2023,2024-09-15,15,10th,Black or African American,Male,Myers Park High School,Yes,"Under $25,000",2,No,College Prep,No,No,17,20,19,17,15,1090,540,550,2.85,1,3,3,Moderate,No reliable access,4-year college,19,21,18,18,18,1240,590,650,3.0392604459973342,5,6.829874967494928,5,Enrolled 2-year,No,NA,3,Maybe,2,150,0.18926044599733416,4,2
CYC2023141,2023,2024-09-12,17,12th,Black or African American,Male,Hopewell High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,No,Yes,22,25,21,22,23,1030,540,490,2.95,10,9,5,Limited,No reliable access,4-year college,21,21,20,23,22,1040,530,510,2.9110834803849164,10,12.667516249376614,7,Enrolled 2-year,No,NA,5,Maybe,-1,10,-0.0389165196150838,0,2
CYC2023142,2023,2024-07-30,16,11th,Black or African American,Female,Mallard Creek High School,No,"$40,000-$59,999",4,Yes,Intensive Support,No,No,21,23,23,20,20,1120,520,600,3.21,2,11,9,None,Limited access,Community college,23,25,22,21,23,1250,600,650,3.996702062394535,1,16.746646300749198,10,Gap year,No,NA,5,Probably,2,130,0.7867020623945349,-1,1
CYC2023143,2023,2024-07-26,17,12th,Black or African American,Male,Harding University High School,Yes,"$80,000-$99,999",5,Yes,College Prep,No,Yes,17,19,16,19,19,1360,680,680,3.21,5,11,2,Limited,Good access,Work,22,22,22,20,21,1410,650,760,3.7547121258752867,7,16.328183926360985,4,Working,No,NA,5,Definitely,5,50,0.5447121258752867,2,2
CYC2023144,2023,2024-08-02,17,11th,Black or African American,Female,Myers Park High School,Yes,"$25,000-$39,999",2,Yes,Career Readiness,No,N/A,19,21,15,18,16,1220,660,560,4,5,7,1,Limited,No reliable access,4-year college,22,23,19,24,21,1430,760,670,4,7,13.751911236638419,4,Enrolled 4-year,Yes,10200,4,Definitely,3,210,0,2,3
CYC2023146,2023,2024-09-22,16,10th,Black or African American,Female,Independence High School,Yes,"$80,000-$99,999",4,Yes,Career Readiness,Yes,No,15,13,14,14,18,750,370,380,2.9,5,5,4,Limited,Good access,4-year college,17,16,19,16,16,810,390,420,3.4632981864681835,7,13.71818146276096,5,Enrolled 2-year,No,NA,3,Probably,2,60,0.5632981864681836,2,1
CYC2023147,2023,2024-08-10,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"Under $25,000",5,Unknown,Career Readiness,Yes,No,16,13,17,15,13,1010,560,450,2.89,6,8,5,Limited,No reliable access,4-year college,18,19,16,17,16,1080,590,490,3.8547726905687716,5,12.073493802928724,9,Working,Yes,13400,4,Definitely,2,70,0.9647726905687715,-1,4
CYC2023148,2023,2024-10-03,18,12th,Hispanic/Latino,Male,Harding University High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,Yes,No,24,23,25,28,24,870,430,440,3.59,5,22,4,Strong,Limited access,Community college,29,27,27,27,31,890,440,450,3.949466285190833,7,23.59439966372491,6,Military,No,NA,4,Definitely,5,20,0.359466285190833,2,2
CYC2023151,2023,2024-09-27,16,11th,White,Male,Charlotte Catholic High School,No,"$60,000-$79,999",5,Yes,Career Readiness,No,No,23,22,21,25,24,940,430,510,4,3,11,1,Strong,Limited access,Trade school,26,27,24,29,25,960,460,500,4,5,13.340196522601971,4,Enrolled 4-year,No,NA,3,Definitely,3,20,0,2,3
CYC2023153,2023,2024-09-01,18,12th,Black or African American,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",4,No,Dual Track,Yes,No,22,24,20,24,19,1290,640,650,2.79,7,9,4,Limited,Limited access,Work,24,26,21,23,22,1330,710,620,3.2178502852575317,9,10.293993765880234,8,Trade program,No,NA,4,Definitely,2,40,0.42785028525753166,2,4
CYC2023154,2023,2024-09-25,16,10th,Black or African American,Female,Ardrey Kell High School,Yes,"$60,000-$79,999",2,Yes,College Prep,No,No,11,12,10,14,11,900,490,410,3.01,7,17,10,None,No reliable access,Undecided,14,13,13,15,14,990,490,500,3.561549008383716,8,22.99067843791402,10,Enrolled 2-year,No,NA,3,Definitely,3,90,0.551549008383716,1,0
CYC2023155,2023,2024-10-04,16,11th,Black or African American,Female,Myers Park High School,No,"$25,000-$39,999",4,Yes,College Prep,Yes,No,26,28,26,30,25,1220,580,640,1.73,5,8,2,Strong,No reliable access,4-year college,28,26,26,30,28,1320,690,630,1.880023297629538,8,12.009573754746366,6,Enrolled 4-year,Yes,1000,4,Probably,2,100,0.15002329762953792,3,4
CYC2023158,2023,2024-09-06,16,11th,Black or African American,Male,Olympic High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,Yes,Yes,16,17,15,14,14,820,440,380,1.51,5,11,2,Limited,Limited access,Military,18,20,19,16,20,890,440,450,1.8457196762610475,7,10.97188947789318,4,Working,Yes,1400,5,Definitely,2,70,0.3357196762610475,2,2
CYC2023161,2023,2024-10-23,15,10th,Black or African American,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,Yes,16,13,15,15,18,980,530,450,2.95,1,7,7,Moderate,Good access,4-year college,17,19,14,15,16,1090,560,530,3.3749086893195193,3,8.91018463321632,10,Enrolled 4-year,No,NA,5,Probably,1,110,0.4249086893195191,2,3
CYC2023162,2023,2024-08-22,15,10th,Asian,Female,Vance High School,No,"Under $25,000",4,No,Career Readiness,Yes,No,23,21,19,24,24,1100,550,550,1.67,10,11,2,Limited,No reliable access,Work,25,24,22,23,24,1220,620,600,1.9244947358932176,10,13.952120973668276,5,Enrolled 4-year,No,NA,4,Probably,2,120,0.2544947358932177,0,3
CYC2023164,2023,2024-10-12,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"Under $25,000",5,Yes,College Prep,No,No,24,23,22,26,26,1050,570,480,1,4,8,4,None,Good access,Work,26,28,25,25,27,1110,520,590,1.0336676277128873,7,9.999856879508467,4,Enrolled 4-year,Yes,11200,5,Definitely,2,60,0.03366762771288734,3,0
CYC2023165,2023,2024-07-24,17,12th,Black or African American,Female,Butler High School,Yes,"$25,000-$39,999",5,No,College Prep,No,No,11,9,11,13,10,940,490,450,1.48,9,6,7,Strong,Good access,Work,14,12,15,13,16,1030,520,510,2.2294310884044792,10,7.554959650804605,8,Enrolled 4-year,No,NA,5,Definitely,3,90,0.7494310884044793,1,1
CYC2023166,2023,2024-10-21,18,12th,Asian,Male,Butler High School,No,"$100,000+",2,Yes,College Prep,Yes,No,23,21,22,21,23,970,490,480,1.48,2,12,3,Limited,Good access,Trade school,25,24,23,26,27,990,490,500,1.6596603098980052,5,15.209268984933884,3,Enrolled 2-year,No,NA,4,Definitely,2,20,0.1796603098980052,3,0
CYC2023168,2023,2024-09-19,14,9th,Black or African American,Female,Garinger High School,Yes,"Under $25,000",2,Yes,Dual Track,Yes,N/A,18,18,14,22,20,1090,550,540,3.7,8,7,4,Moderate,No reliable access,Community college,22,20,22,25,21,1170,610,560,4,7,9.779108255161061,4,Enrolled 4-year,Yes,11500,5,Definitely,4,80,0.2999999999999998,-1,0
CYC2023170,2023,2024-08-12,18,12th,Asian,Male,Independence High School,No,"$25,000-$39,999",4,Yes,College Prep,No,No,24,24,23,26,21,1170,640,530,3.1,3,9,7,None,Limited access,Work,23,22,23,26,21,1200,630,570,2.927171970592607,4,15.37172188637635,8,Enrolled 4-year,Yes,7300,4,Definitely,-1,30,-0.17282802940739295,1,1
CYC2023172,2023,2024-08-28,18,12th,Black or African American,Female,Mallard Creek High School,Yes,"$100,000+",5,Yes,Dual Track,Yes,No,18,15,15,17,15,850,440,410,1.68,2,8,2,None,Limited access,4-year college,20,22,20,22,19,910,420,490,1.9560807495827135,4,10.477808680317366,5,Trade program,No,NA,4,Definitely,2,60,0.27608074958271356,2,3
CYC2023173,2023,2024-10-05,15,9th,Asian,Male,South Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A,13,13,15,13,10,1120,590,530,3.72,2,5,6,Moderate,Limited access,Trade school,17,15,15,19,16,1090,540,550,4,4,8.479108115915402,7,Working,Yes,11700,5,Definitely,4,-30,0.2799999999999998,2,1
CYC2023174,2023,2024-09-22,17,12th,Asian,Male,Vance High School,No,"Under $25,000",4,No,College Prep,Yes,No,25,27,26,29,27,790,420,370,1.51,5,2,4,Limited,Good access,4-year college,29,28,27,30,28,830,440,390,2.3303583928027987,7,6.1646719515607735,5,Enrolled 4-year,No,NA,4,Probably,4,40,0.8203583928027987,2,1
CYC2023175,2023,2024-09-03,17,11th,White,Male,Mallard Creek High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,19,19,18,18,22,1280,650,630,2.75,10,8,6,Limited,Good access,Work,24,23,26,25,26,1370,640,730,3.1467083156899216,10,8.03554627844527,6,Gap year,No,NA,5,Definitely,5,90,0.3967083156899216,0,0
CYC2023177,2023,2024-08-30,17,11th,Black or African American,Female,South Mecklenburg High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No,19,18,21,17,16,1070,500,570,2.29,4,13,10,None,Good access,Work,25,23,23,27,23,1160,600,560,2.683119931263194,6,17.25927786136283,10,Enrolled 4-year,Yes,6300,3,Probably,6,90,0.3931199312631941,2,0
CYC2023178,2023,2024-07-26,18,12th,Hispanic/Latino,Male,Vance High School,Yes,"Under $25,000",5,Yes,College Prep,No,No,23,24,24,27,25,1330,670,660,2.73,10,4,2,None,Limited access,Work,22,23,21,21,21,1380,690,690,3.176726409350789,10,6.217188528620687,4,Enrolled 4-year,No,NA,4,Definitely,-1,50,0.4467264093507892,0,2
CYC2023180,2023,2024-08-15,17,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"Under $25,000",1,No,College Prep,No,No,17,15,18,20,17,900,440,460,2.57,6,8,3,Moderate,Good access,4-year college,21,23,20,24,21,960,480,480,3.332434531446703,5,11.637471818112147,5,Enrolled 4-year,Yes,5600,3,Definitely,4,60,0.7624345314467034,-1,2
CYC2023181,2023,2024-09-01,18,12th,Asian,Female,Butler High School,Yes,"Under $25,000",4,No,College Prep,No,No,18,18,16,17,19,1040,570,470,3.05,10,10,2,Strong,Good access,Work,21,20,21,23,21,1200,620,580,3.530539908198814,10,11.576972771830224,4,Enrolled 4-year,No,NA,4,Probably,3,160,0.4805399081988142,0,2
CYC2023182,2023,2024-09-03,18,12th,Black or African American,Female,North Mecklenburg High School,Yes,"$80,000-$99,999",4,No,Career Readiness,Yes,No,18,20,20,19,15,1180,570,610,3.11,4,11,9,Strong,No reliable access,Community college,22,21,22,24,22,1150,560,590,3.227401082048661,3,13.393006507549908,10,Enrolled 4-year,Yes,2600,4,Definitely,4,-30,0.11740108204866129,-1,1
CYC2023183,2023,2024-10-04,17,12th,Black or African American,Male,Butler High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No,18,20,18,20,20,1110,590,520,1.9,8,11,2,None,Good access,Trade school,21,19,22,23,20,1220,650,570,2.372260413736436,9,13.679561853958031,3,Enrolled 2-year,No,NA,5,Maybe,3,110,0.4722604137364361,1,1
CYC2023184,2023,2024-08-13,14,9th,Native American,Female,Julius Chambers High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No,20,20,18,18,21,980,510,470,2.72,4,4,5,Limited,Limited access,Community college,25,25,24,25,23,1110,600,510,3.421549831488331,3,7.694993095605314,5,Enrolled 4-year,No,NA,4,Definitely,5,130,0.7015498314883306,-1,0
CYC2023186,2023,2024-09-08,18,12th,White,Male,Providence High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,No,22,23,22,25,20,1070,560,510,2.3,6,0,1,Limited,Good access,4-year college,26,26,23,24,24,1160,620,540,2.623942576335155,10,1.8525972627175986,5,Enrolled 2-year,No,NA,5,Definitely,4,90,0.32394257633515533,4,4
CYC2023187,2023,2024-07-31,16,11th,Asian,Male,Butler High School,Yes,"Under $25,000",3,No,Intensive Support,Yes,No,16,19,15,14,15,1190,610,580,1.89,6,13,2,None,No reliable access,4-year college,19,21,17,19,20,1250,590,660,2.326478923130263,10,14.921094315254457,2,Enrolled 2-year,No,NA,3,Definitely,3,60,0.43647892313026326,4,0
CYC2023189,2023,2024-07-17,17,11th,Hispanic/Latino,Female,Myers Park High School,No,"Under $25,000",1,Yes,College Prep,No,No,15,16,13,19,16,1040,570,470,2.35,10,5,1,Strong,Limited access,4-year college,18,17,16,17,18,1160,630,530,2.6016237854113244,9,6.833074113751026,3,Trade program,No,NA,4,Definitely,3,120,0.25162378541132435,-1,2
CYC2023190,2023,2024-07-29,16,11th,White,Female,Olympic High School,No,"$25,000-$39,999",1,Yes,College Prep,Yes,Yes,21,18,19,22,24,880,430,450,2.97,1,13,1,Limited,Good access,4-year college,26,28,28,25,25,1070,560,510,3.233084912015878,4,15.271241544589106,2,Enrolled 4-year,No,NA,2,Probably,5,190,0.263084912015878,3,1
CYC2023191,2023,2024-09-08,16,11th,Black or African American,Male,Independence High School,No,"$80,000-$99,999",6,Yes,Dual Track,Yes,N/A,23,22,19,25,24,970,470,500,1,8,2,3,Strong,Limited access,4-year college,26,28,26,29,28,1040,490,550,1.2078639228697263,10,8.438477442000355,3,Trade program,No,NA,5,Definitely,3,70,0.20786392286972633,2,0
CYC2023193,2023,2024-10-01,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",4,Yes,Dual Track,Yes,No,26,23,23,27,23,1280,670,610,1.9,3,14,8,Moderate,Good access,4-year college,30,28,28,31,30,1440,720,720,1.6445176986456223,5,17.94479620313113,10,Enrolled 2-year,No,NA,5,Definitely,4,160,-0.25548230135437766,2,2
CYC2023194,2023,2024-07-27,16,11th,Hispanic/Latino,Male,South Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,No,17,19,15,17,17,1220,630,590,2.74,6,0,5,Strong,Good access,Trade school,18,18,15,19,19,1300,690,610,3.030387674151795,10,0.34339611904578504,8,Enrolled 4-year,No,NA,2,Definitely,1,80,0.2903876741517948,4,3
CYC2023196,2023,2024-08-18,15,9th,Black or African American,Male,Vance High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,No,No,19,18,20,21,20,820,390,430,2.28,6,10,4,Limited,Limited access,Work,22,24,21,23,23,880,420,460,2.779406566013077,5,12.13229916009241,6,Trade program,No,NA,5,Definitely,3,60,0.4994065660130773,-1,2
CYC2023197,2023,2024-08-27,17,11th,Black or African American,Female,Garinger High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No,14,15,13,16,16,1030,500,530,2.22,7,14,2,Strong,Limited access,Work,16,16,18,14,18,1150,580,570,2.5500691602845955,10,16.14051580309641,2,Enrolled 2-year,No,NA,4,Definitely,2,120,0.3300691602845953,3,0
CYC2023200,2023,2024-09-19,18,12th,Hispanic/Latino,Male,Providence High School,No,"Under $25,000",3,Yes,College Prep,No,Yes,10,8,12,14,11,1170,570,600,2.75,10,12,5,Moderate,Good access,4-year college,12,13,14,12,11,1240,570,670,3.069864751555869,9,16.098166426941717,5,Enrolled 2-year,Yes,5000,5,Probably,2,70,0.319864751555869,-1,0
CYC2023201,2023,2024-08-25,16,11th,Multiracial,Male,Olympic High School,Yes,"$60,000-$79,999",2,Yes,Dual Track,No,No,21,24,21,25,22,1490,780,710,1.57,1,7,1,Limited,Limited access,4-year college,23,23,24,23,22,1580,720,860,1.9254775797756116,4,11.869568602238733,5,Enrolled 2-year,No,NA,3,Definitely,2,90,0.35547757977561156,3,4
