participant_id,cohort_year,session_week,session_date,session_type,attended,hours_participated,tutor_assigned
CYC2021030,2021,25,2022-02-02,Test Prep,Present,1.5,TUTOR06
CYC2021030,2021,26,2022-02-09,Leadership,Present,2,TUTOR06
CYC2021030,2021,27,2022-02-16,Career Exploration,Present,1.5,TUTOR05
CYC2021030,2021,28,2022-02-23,Study Skills,Excused,0,TUTOR04
CYC2021030,2021,29,2022-03-02,Study Skills,Present,1.5,TUTOR01
CYC2021030,2021,30,2022-03-09,Test Prep,Excused,0,TUTOR08
CYC2021030,2021,31,2022-03-16,Test Prep,Present,2.5,TUTOR06
CYC2021030,2021,32,2022-03-23,Leadership,Present,2,TUTOR10
CYC2021030,2021,33,2022-03-30,Leadership,Present,3,TUTOR11
CYC2021030,2021,34,2022-04-06,College Planning,Present,1.5,TUTOR09
CYC2021031,2021,1,2021-09-28,Financial Literacy,Absent,0,TUTOR01
CYC2021031,2021,2,2021-10-05,Financial Literacy,Present,2.5,TUTOR12
CYC2021031,2021,3,2021-10-12,Leadership,Present,2,TUTOR03
CYC2021031,2021,4,2021-10-19,Tutoring,Present,2.5,TUTOR11
CYC2021031,2021,5,2021-10-26,Career Exploration,Present,2,TUTOR06
CYC2021031,2021,6,2021-11-02,Career Exploration,Absent,0,TUTOR10
CYC2021031,2021,7,2021-11-09,Tutoring,Absent,0,TUTOR12
CYC2021031,2021,8,2021-11-16,Leadership,Present,3,TUTOR03
CYC2021031,2021,9,2021-11-23,Financial Literacy,Present,2.5,TUTOR08
CYC2021031,2021,10,2021-11-30,Study Skills,Present,2,TUTOR06
CYC2021031,2021,11,2021-12-07,College Planning,Absent,0,TUTOR11
CYC2021031,2021,12,2021-12-14,Career Exploration,Present,2.5,TUTOR07
CYC2021031,2021,13,2021-12-21,Leadership,Present,2,TUTOR02
CYC2021031,2021,14,2021-12-28,Career Exploration,Absent,0,TUTOR05
CYC2021031,2021,15,2022-01-04,Leadership,Present,1.5,TUTOR04
CYC2021031,2021,16,2022-01-11,Financial Literacy,Present,1.5,TUTOR04
CYC2021031,2021,17,2022-01-18,Tutoring,Present,2,TUTOR04
CYC2021031,2021,18,2022-01-25,Test Prep,Present,1.5,TUTOR09
CYC2021031,2021,19,2022-02-01,College Planning,Present,2,TUTOR04
CYC2021031,2021,20,2022-02-08,Leadership,Present,1.5,TUTOR02
CYC2021031,2021,21,2022-02-15,Career Exploration,Present,1.5,TUTOR12
CYC2021031,2021,22,2022-02-22,College Planning,Present,2,TUTOR07
CYC2021031,2021,23,2022-03-01,College Planning,Present,2,TUTOR01
CYC2021031,2021,24,2022-03-08,Financial Literacy,Present,2,TUTOR01
CYC2021031,2021,25,2022-03-15,College Planning,Absent,0,TUTOR06
CYC2021031,2021,26,2022-03-22,Career Exploration,Present,2,TUTOR07
CYC2021031,2021,27,2022-03-29,Financial Literacy,Present,3,TUTOR06
CYC2021031,2021,28,2022-04-05,Study Skills,Present,2.5,TUTOR02
CYC2021031,2021,29,2022-04-12,College Planning,Present,2,TUTOR05
CYC2021031,2021,30,2022-04-19,Tutoring,Present,3,TUTOR09
CYC2021031,2021,31,2022-04-26,Leadership,Present,2,TUTOR06
CYC2021031,2021,32,2022-05-03,College Planning,Present,3,TUTOR08
CYC2021031,2021,33,2022-05-10,Test Prep,Absent,0,TUTOR01
CYC2021031,2021,34,2022-05-17,College Planning,Present,2,TUTOR07
CYC2021031,2021,35,2022-05-24,Study Skills,Present,2,TUTOR06
CYC2021031,2021,36,2022-05-31,College Planning,Present,2,TUTOR01
CYC2021032,2021,1,2021-08-15,Financial Literacy,Present,2,TUTOR08
CYC2021032,2021,2,2021-08-22,Tutoring,Present,1.5,TUTOR07
CYC2021032,2021,3,2021-08-29,Test Prep,Present,2,TUTOR03
CYC2021032,2021,4,2021-09-05,Leadership,Present,1.5,TUTOR03
CYC2021032,2021,5,2021-09-12,Leadership,Present,1.5,TUTOR08
CYC2021032,2021,6,2021-09-19,Leadership,Present,2,TUTOR07
CYC2021032,2021,7,2021-09-26,Test Prep,Present,2,TUTOR03
CYC2021032,2021,8,2021-10-03,Tutoring,Present,2.5,TUTOR02
CYC2021032,2021,9,2021-10-10,College Planning,Present,2,TUTOR06
CYC2021032,2021,10,2021-10-17,Test Prep,Excused,0,TUTOR06
CYC2021032,2021,11,2021-10-24,Career Exploration,Present,2.5,TUTOR04
CYC2021032,2021,12,2021-10-31,Career Exploration,Absent,0,TUTOR07
CYC2021032,2021,13,2021-11-07,Career Exploration,Present,2,TUTOR10
CYC2021032,2021,14,2021-11-14,Study Skills,Present,2,TUTOR09
CYC2021032,2021,15,2021-11-21,Test Prep,Present,1.5,TUTOR09
CYC2021032,2021,16,2021-11-28,Career Exploration,Present,2.5,TUTOR12
CYC2021032,2021,17,2021-12-05,Tutoring,Absent,0,TUTOR02
CYC2021032,2021,18,2021-12-12,Leadership,Present,2.5,TUTOR11
CYC2021032,2021,19,2021-12-19,College Planning,Absent,0,TUTOR01
CYC2021032,2021,20,2021-12-26,Leadership,Present,1.5,TUTOR08
CYC2021032,2021,21,2022-01-02,Study Skills,Present,3,TUTOR07
CYC2021032,2021,22,2022-01-09,Leadership,Present,1.5,TUTOR03
CYC2021032,2021,23,2022-01-16,College Planning,Present,2.5,TUTOR01
CYC2021032,2021,24,2022-01-23,Leadership,Absent,0,TUTOR10
CYC2021032,2021,25,2022-01-30,Study Skills,Absent,0,TUTOR05
CYC2021032,2021,26,2022-02-06,Tutoring,Present,2,TUTOR01
CYC2021032,2021,27,2022-02-13,Study Skills,Present,2.5,TUTOR07
CYC2021032,2021,28,2022-02-20,Career Exploration,Present,2,TUTOR04
CYC2021032,2021,29,2022-02-27,College Planning,Present,1.5,TUTOR02
CYC2021032,2021,30,2022-03-06,Career Exploration,Absent,0,TUTOR01
CYC2021032,2021,31,2022-03-13,Career Exploration,Present,1.5,TUTOR07
CYC2021033,2021,1,2021-09-30,Leadership,Present,2.5,TUTOR08
CYC2021033,2021,2,2021-10-07,Career Exploration,Present,1.5,TUTOR05
CYC2021033,2021,3,2021-10-14,College Planning,Present,2.5,TUTOR06
CYC2021033,2021,4,2021-10-21,College Planning,Present,2,TUTOR03
CYC2021033,2021,5,2021-10-28,Career Exploration,Present,2,TUTOR04
CYC2021033,2021,6,2021-11-04,College Planning,Absent,0,TUTOR11
CYC2021033,2021,7,2021-11-11,Career Exploration,Present,2.5,TUTOR08
CYC2021033,2021,8,2021-11-18,Financial Literacy,Absent,0,TUTOR01
CYC2021033,2021,9,2021-11-25,Study Skills,Absent,0,TUTOR06
CYC2021033,2021,10,2021-12-02,Career Exploration,Absent,0,TUTOR11
CYC2021033,2021,11,2021-12-09,Test Prep,Excused,0,TUTOR10
CYC2021033,2021,12,2021-12-16,College Planning,Present,1.5,TUTOR02
CYC2021033,2021,13,2021-12-23,College Planning,Present,1.5,TUTOR01
CYC2021033,2021,14,2021-12-30,College Planning,Present,2.5,TUTOR09
CYC2021033,2021,15,2022-01-06,College Planning,Excused,0,TUTOR12
CYC2021033,2021,16,2022-01-13,Tutoring,Absent,0,TUTOR02
CYC2021033,2021,17,2022-01-20,Career Exploration,Present,2,TUTOR03
CYC2021033,2021,18,2022-01-27,Tutoring,Present,1.5,TUTOR02
CYC2021033,2021,19,2022-02-03,Financial Literacy,Present,1.5,TUTOR02
CYC2021033,2021,20,2022-02-10,College Planning,Present,2.5,TUTOR05
CYC2021033,2021,21,2022-02-17,Career Exploration,Absent,0,TUTOR07
CYC2021033,2021,22,2022-02-24,Leadership,Present,2.5,TUTOR05
CYC2021033,2021,23,2022-03-03,Tutoring,Present,2.5,TUTOR06
CYC2021033,2021,24,2022-03-10,Study Skills,Present,2,TUTOR05
CYC2021033,2021,25,2022-03-17,Financial Literacy,Absent,0,TUTOR08
CYC2021033,2021,26,2022-03-24,Leadership,Present,2,TUTOR02
CYC2021033,2021,27,2022-03-31,Test Prep,Present,1.5,TUTOR04
CYC2021033,2021,28,2022-04-07,College Planning,Excused,0,TUTOR12
CYC2021033,2021,29,2022-04-14,College Planning,Present,2.5,TUTOR02
CYC2021033,2021,30,2022-04-21,Study Skills,Present,2.5,TUTOR07
CYC2021033,2021,31,2022-04-28,Study Skills,Absent,0,TUTOR04
CYC2021033,2021,32,2022-05-05,Study Skills,Present,2,TUTOR07
CYC2021034,2021,1,2021-09-04,College Planning,Present,1.5,TUTOR01
CYC2021034,2021,2,2021-09-11,Leadership,Present,2.5,TUTOR10
CYC2021034,2021,3,2021-09-18,College Planning,Excused,0,TUTOR02
CYC2021034,2021,4,2021-09-25,College Planning,Present,2,TUTOR10
CYC2021034,2021,5,2021-10-02,Study Skills,Present,1.5,TUTOR03
CYC2021034,2021,6,2021-10-09,College Planning,Present,2,TUTOR11
CYC2021034,2021,7,2021-10-16,Test Prep,Present,1.5,TUTOR03
CYC2021034,2021,8,2021-10-23,Leadership,Present,1.5,TUTOR10
CYC2021034,2021,9,2021-10-30,Tutoring,Present,3,TUTOR04
CYC2021034,2021,10,2021-11-06,Test Prep,Present,1.5,TUTOR11
CYC2021034,2021,11,2021-11-13,Tutoring,Present,2.5,TUTOR08
CYC2021034,2021,12,2021-11-20,Career Exploration,Present,3,TUTOR03
CYC2021034,2021,13,2021-11-27,College Planning,Present,1.5,TUTOR04
CYC2021034,2021,14,2021-12-04,Leadership,Absent,0,TUTOR06
CYC2021034,2021,15,2021-12-11,Test Prep,Present,1.5,TUTOR02
CYC2021034,2021,16,2021-12-18,College Planning,Absent,0,TUTOR04
CYC2021034,2021,17,2021-12-25,Study Skills,Present,1.5,TUTOR02
CYC2021034,2021,18,2022-01-01,Financial Literacy,Present,1.5,TUTOR07
CYC2021034,2021,19,2022-01-08,Leadership,Present,2.5,TUTOR04
CYC2021034,2021,20,2022-01-15,Test Prep,Present,2,TUTOR05
CYC2021034,2021,21,2022-01-22,College Planning,Present,2,TUTOR08
CYC2021034,2021,22,2022-01-29,Study Skills,Present,1.5,TUTOR08
CYC2021034,2021,23,2022-02-05,Study Skills,Present,2.5,TUTOR11
CYC2021034,2021,24,2022-02-12,Financial Literacy,Absent,0,TUTOR11
CYC2021034,2021,25,2022-02-19,Financial Literacy,Absent,0,TUTOR08
CYC2021034,2021,26,2022-02-26,Study Skills,Present,1.5,TUTOR01
CYC2021034,2021,27,2022-03-05,Leadership,Present,2.5,TUTOR05
CYC2021034,2021,28,2022-03-12,College Planning,Present,2,TUTOR09
CYC2021034,2021,29,2022-03-19,College Planning,Present,2,TUTOR06
CYC2021034,2021,30,2022-03-26,Study Skills,Excused,0,TUTOR10
CYC2021034,2021,31,2022-04-02,Test Prep,Present,1.5,TUTOR08
CYC2021034,2021,32,2022-04-09,Leadership,Present,2,TUTOR02
CYC2021034,2021,33,2022-04-16,College Planning,Present,2,TUTOR06
CYC2021034,2021,34,2022-04-23,College Planning,Present,2.5,TUTOR11
CYC2021034,2021,35,2022-04-30,Leadership,Present,2,TUTOR02
CYC2021035,2021,1,2021-10-13,Leadership,Excused,0,TUTOR07
CYC2021035,2021,2,2021-10-20,Study Skills,Present,2,TUTOR04
CYC2021035,2021,3,2021-10-27,Career Exploration,Present,2.5,TUTOR02
CYC2021035,2021,4,2021-11-03,College Planning,Present,2,TUTOR12
CYC2021035,2021,5,2021-11-10,Tutoring,Present,2,TUTOR10
CYC2021035,2021,6,2021-11-17,Test Prep,Absent,0,TUTOR07
CYC2021035,2021,7,2021-11-24,Tutoring,Absent,0,TUTOR06
CYC2021035,2021,8,2021-12-01,College Planning,Absent,0,TUTOR08
CYC2021035,2021,9,2021-12-08,Tutoring,Present,2,TUTOR07
CYC2021035,2021,10,2021-12-15,Career Exploration,Absent,0,TUTOR09
CYC2021035,2021,11,2021-12-22,College Planning,Present,2,TUTOR11
CYC2021035,2021,12,2021-12-29,Tutoring,Present,2,TUTOR12
CYC2021035,2021,13,2022-01-05,Financial Literacy,Absent,0,TUTOR05
CYC2021035,2021,14,2022-01-12,Financial Literacy,Absent,0,TUTOR04
CYC2021035,2021,15,2022-01-19,Tutoring,Present,2,TUTOR07
CYC2021035,2021,16,2022-01-26,Financial Literacy,Absent,0,TUTOR01
CYC2021035,2021,17,2022-02-02,Financial Literacy,Present,2.5,TUTOR08
CYC2021035,2021,18,2022-02-09,Test Prep,Absent,0,TUTOR07
CYC2021035,2021,19,2022-02-16,College Planning,Present,2,TUTOR01
CYC2021035,2021,20,2022-02-23,College Planning,Present,2.5,TUTOR02
CYC2021035,2021,21,2022-03-02,College Planning,Present,2.5,TUTOR06
CYC2021035,2021,22,2022-03-09,Study Skills,Excused,0,TUTOR07
CYC2021035,2021,23,2022-03-16,Study Skills,Present,3,TUTOR04
CYC2021035,2021,24,2022-03-23,College Planning,Present,1.5,TUTOR03
CYC2021035,2021,25,2022-03-30,Test Prep,Present,1.5,TUTOR08
CYC2021035,2021,26,2022-04-06,Financial Literacy,Present,1.5,TUTOR07
CYC2021035,2021,27,2022-04-13,College Planning,Present,2,TUTOR02
CYC2021035,2021,28,2022-04-20,College Planning,Present,3,TUTOR12
CYC2021035,2021,29,2022-04-27,Career Exploration,Present,2.5,TUTOR02
CYC2021036,2021,1,2021-08-21,Financial Literacy,Present,2,TUTOR07
CYC2021036,2021,2,2021-08-28,Test Prep,Present,1.5,TUTOR08
CYC2021036,2021,3,2021-09-04,Leadership,Present,1.5,TUTOR08
CYC2021036,2021,4,2021-09-11,Study Skills,Present,2.5,TUTOR04
CYC2021036,2021,5,2021-09-18,Financial Literacy,Present,2,TUTOR08
CYC2021036,2021,6,2021-09-25,Financial Literacy,Absent,0,TUTOR07
CYC2021036,2021,7,2021-10-02,Leadership,Present,2.5,TUTOR11
CYC2021036,2021,8,2021-10-09,Career Exploration,Absent,0,TUTOR11
CYC2021036,2021,9,2021-10-16,Financial Literacy,Present,3,TUTOR03
CYC2021036,2021,10,2021-10-23,Tutoring,Absent,0,TUTOR02
CYC2021036,2021,11,2021-10-30,Tutoring,Present,2,TUTOR07
CYC2021036,2021,12,2021-11-06,Career Exploration,Present,2,TUTOR05
CYC2021036,2021,13,2021-11-13,Study Skills,Present,2.5,TUTOR04
CYC2021036,2021,14,2021-11-20,Tutoring,Present,1.5,TUTOR11
CYC2021036,2021,15,2021-11-27,Tutoring,Absent,0,TUTOR06
CYC2021036,2021,16,2021-12-04,Financial Literacy,Present,2,TUTOR11
CYC2021036,2021,17,2021-12-11,College Planning,Present,2,TUTOR11
CYC2021036,2021,18,2021-12-18,Test Prep,Absent,0,TUTOR12
CYC2021036,2021,19,2021-12-25,Financial Literacy,Present,3,TUTOR08
CYC2021036,2021,20,2022-01-01,Tutoring,Present,2,TUTOR11
CYC2021036,2021,21,2022-01-08,Leadership,Present,1.5,TUTOR01
CYC2021036,2021,22,2022-01-15,Career Exploration,Present,2,TUTOR02
CYC2021036,2021,23,2022-01-22,Career Exploration,Present,2,TUTOR07
CYC2021036,2021,24,2022-01-29,Leadership,Absent,0,TUTOR06
CYC2021036,2021,25,2022-02-05,College Planning,Absent,0,TUTOR11
CYC2021036,2021,26,2022-02-12,Test Prep,Absent,0,TUTOR08
CYC2021036,2021,27,2022-02-19,College Planning,Present,2.5,TUTOR02
CYC2021036,2021,28,2022-02-26,Tutoring,Present,2,TUTOR01
CYC2021036,2021,29,2022-03-05,Leadership,Present,2,TUTOR11
CYC2021036,2021,30,2022-03-12,Test Prep,Present,2.5,TUTOR09
CYC2021036,2021,31,2022-03-19,Financial Literacy,Present,2,TUTOR06
CYC2021036,2021,32,2022-03-26,Leadership,Present,2.5,TUTOR06
CYC2021036,2021,33,2022-04-02,Test Prep,Present,2.5,TUTOR05
CYC2021037,2021,1,2021-09-21,Test Prep,Absent,0,TUTOR05
CYC2021037,2021,2,2021-09-28,Financial Literacy,Present,1.5,TUTOR01
CYC2021037,2021,3,2021-10-05,Career Exploration,Excused,0,TUTOR05
CYC2021037,2021,4,2021-10-12,Study Skills,Absent,0,TUTOR09
CYC2021037,2021,5,2021-10-19,Tutoring,Present,1.5,TUTOR04
CYC2021037,2021,6,2021-10-26,Career Exploration,Present,1.5,TUTOR07
CYC2021037,2021,7,2021-11-02,Study Skills,Present,3,TUTOR03
CYC2021037,2021,8,2021-11-09,College Planning,Absent,0,TUTOR04
CYC2021037,2021,9,2021-11-16,Tutoring,Present,1.5,TUTOR11
CYC2021037,2021,10,2021-11-23,College Planning,Present,2,TUTOR01
CYC2021037,2021,11,2021-11-30,College Planning,Present,3,TUTOR04
CYC2021037,2021,12,2021-12-07,Career Exploration,Present,3,TUTOR02
CYC2021037,2021,13,2021-12-14,Financial Literacy,Present,2,TUTOR09
CYC2021037,2021,14,2021-12-21,Leadership,Present,3,TUTOR08
CYC2021037,2021,15,2021-12-28,Tutoring,Present,2.5,TUTOR04
CYC2021037,2021,16,2022-01-04,Leadership,Present,1.5,TUTOR08
CYC2021037,2021,17,2022-01-11,Financial Literacy,Present,3,TUTOR10
CYC2021037,2021,18,2022-01-18,College Planning,Present,2.5,TUTOR04
CYC2021037,2021,19,2022-01-25,Leadership,Present,2.5,TUTOR10
CYC2021037,2021,20,2022-02-01,College Planning,Excused,0,TUTOR09
CYC2021037,2021,21,2022-02-08,Study Skills,Present,3,TUTOR12
CYC2021037,2021,22,2022-02-15,Tutoring,Present,2,TUTOR09
CYC2021037,2021,23,2022-02-22,Leadership,Present,2,TUTOR09
CYC2021037,2021,24,2022-03-01,Leadership,Excused,0,TUTOR03
CYC2021037,2021,25,2022-03-08,Test Prep,Present,1.5,TUTOR11
CYC2021037,2021,26,2022-03-15,Test Prep,Absent,0,TUTOR08
CYC2021037,2021,27,2022-03-22,Career Exploration,Present,2,TUTOR01
CYC2021037,2021,28,2022-03-29,Test Prep,Absent,0,TUTOR01
CYC2021037,2021,29,2022-04-05,Study Skills,Present,2,TUTOR02
CYC2021038,2021,1,2021-09-27,College Planning,Present,2,TUTOR01
CYC2021038,2021,2,2021-10-04,Leadership,Present,2.5,TUTOR11
CYC2021038,2021,3,2021-10-11,Study Skills,Present,2,TUTOR07
CYC2021038,2021,4,2021-10-18,Financial Literacy,Present,3,TUTOR02
CYC2021038,2021,5,2021-10-25,Study Skills,Excused,0,TUTOR01
CYC2021038,2021,6,2021-11-01,Leadership,Absent,0,TUTOR07
CYC2021038,2021,7,2021-11-08,Leadership,Absent,0,TUTOR04
CYC2021038,2021,8,2021-11-15,Tutoring,Absent,0,TUTOR05
CYC2021038,2021,9,2021-11-22,Financial Literacy,Present,2,TUTOR06
CYC2021038,2021,10,2021-11-29,Leadership,Present,2,TUTOR03
CYC2021038,2021,11,2021-12-06,Career Exploration,Present,2.5,TUTOR07
CYC2021038,2021,12,2021-12-13,Career Exploration,Absent,0,TUTOR12
CYC2021038,2021,13,2021-12-20,Career Exploration,Present,2.5,TUTOR10
CYC2021038,2021,14,2021-12-27,College Planning,Present,2.5,TUTOR10
CYC2021038,2021,15,2022-01-03,Leadership,Present,1.5,TUTOR12
CYC2021038,2021,16,2022-01-10,Test Prep,Excused,0,TUTOR12
CYC2021038,2021,17,2022-01-17,Leadership,Present,1.5,TUTOR05
CYC2021038,2021,18,2022-01-24,College Planning,Present,2.5,TUTOR08
CYC2021038,2021,19,2022-01-31,Leadership,Present,2.5,TUTOR06
CYC2021038,2021,20,2022-02-07,Career Exploration,Present,2,TUTOR07
CYC2021038,2021,21,2022-02-14,Study Skills,Present,2.5,TUTOR09
CYC2021038,2021,22,2022-02-21,Career Exploration,Absent,0,TUTOR11
CYC2021038,2021,23,2022-02-28,Financial Literacy,Absent,0,TUTOR07
CYC2021038,2021,24,2022-03-07,Leadership,Absent,0,TUTOR01
CYC2021038,2021,25,2022-03-14,Career Exploration,Present,2,TUTOR10
CYC2021038,2021,26,2022-03-21,Tutoring,Present,2,TUTOR04
CYC2021038,2021,27,2022-03-28,Test Prep,Absent,0,TUTOR03
CYC2021038,2021,28,2022-04-04,Tutoring,Present,2,TUTOR10
CYC2021039,2021,1,2021-08-22,Career Exploration,Present,2,TUTOR01
CYC2021039,2021,2,2021-08-29,Financial Literacy,Absent,0,TUTOR07
CYC2021039,2021,3,2021-09-05,Leadership,Present,3,TUTOR02
CYC2021039,2021,4,2021-09-12,Career Exploration,Present,2.5,TUTOR03
CYC2021039,2021,5,2021-09-19,Financial Literacy,Present,1.5,TUTOR01
CYC2021039,2021,6,2021-09-26,College Planning,Present,3,TUTOR04
CYC2021039,2021,7,2021-10-03,Career Exploration,Absent,0,TUTOR11
CYC2021039,2021,8,2021-10-10,Financial Literacy,Present,2.5,TUTOR06
CYC2021039,2021,9,2021-10-17,Financial Literacy,Present,2.5,TUTOR08
CYC2021039,2021,10,2021-10-24,Leadership,Present,1.5,TUTOR10
CYC2021039,2021,11,2021-10-31,College Planning,Present,2.5,TUTOR03
CYC2021039,2021,12,2021-11-07,Career Exploration,Present,2,TUTOR04
CYC2021039,2021,13,2021-11-14,College Planning,Present,3,TUTOR08
CYC2021039,2021,14,2021-11-21,Career Exploration,Present,2,TUTOR03
CYC2021039,2021,15,2021-11-28,Test Prep,Present,2,TUTOR06
CYC2021039,2021,16,2021-12-05,Career Exploration,Present,1.5,TUTOR07
CYC2021039,2021,17,2021-12-12,Career Exploration,Absent,0,TUTOR02
CYC2021039,2021,18,2021-12-19,Financial Literacy,Excused,0,TUTOR11
CYC2021039,2021,19,2021-12-26,Tutoring,Present,2.5,TUTOR09
CYC2021039,2021,20,2022-01-02,College Planning,Present,2.5,TUTOR11
CYC2021039,2021,21,2022-01-09,Tutoring,Present,3,TUTOR07
CYC2021039,2021,22,2022-01-16,Career Exploration,Present,1.5,TUTOR07
CYC2021039,2021,23,2022-01-23,Career Exploration,Present,1.5,TUTOR11
CYC2021039,2021,24,2022-01-30,Leadership,Present,2,TUTOR12
CYC2021039,2021,25,2022-02-06,Leadership,Present,3,TUTOR06
CYC2021039,2021,26,2022-02-13,College Planning,Present,2,TUTOR06
CYC2021039,2021,27,2022-02-20,College Planning,Present,2.5,TUTOR05
CYC2021039,2021,28,2022-02-27,Leadership,Absent,0,TUTOR03
CYC2021039,2021,29,2022-03-06,Tutoring,Absent,0,TUTOR09
CYC2021039,2021,30,2022-03-13,Financial Literacy,Present,1.5,TUTOR07
CYC2021039,2021,31,2022-03-20,Tutoring,Excused,0,TUTOR12
CYC2021039,2021,32,2022-03-27,Study Skills,Present,1.5,TUTOR11
CYC2021039,2021,33,2022-04-03,Financial Literacy,Present,2,TUTOR07
CYC2021040,2021,1,2021-10-06,Leadership,Present,1.5,TUTOR11
CYC2021040,2021,2,2021-10-13,Financial Literacy,Excused,0,TUTOR10
CYC2021040,2021,3,2021-10-20,Tutoring,Absent,0,TUTOR05
CYC2021040,2021,4,2021-10-27,Test Prep,Present,2,TUTOR09
CYC2021040,2021,5,2021-11-03,Test Prep,Present,2,TUTOR06
CYC2021040,2021,6,2021-11-10,Tutoring,Present,2,TUTOR09
CYC2021040,2021,7,2021-11-17,Financial Literacy,Present,2,TUTOR04
CYC2021040,2021,8,2021-11-24,Leadership,Absent,0,TUTOR11
CYC2021040,2021,9,2021-12-01,Test Prep,Present,2,TUTOR07
CYC2021040,2021,10,2021-12-08,Financial Literacy,Present,2,TUTOR03
CYC2021040,2021,11,2021-12-15,Tutoring,Absent,0,TUTOR09
CYC2021040,2021,12,2021-12-22,College Planning,Present,2.5,TUTOR05
CYC2021040,2021,13,2021-12-29,Financial Literacy,Present,2,TUTOR02
CYC2021040,2021,14,2022-01-05,Career Exploration,Absent,0,TUTOR06
CYC2021040,2021,15,2022-01-12,Financial Literacy,Present,2,TUTOR10
CYC2021040,2021,16,2022-01-19,Study Skills,Present,3,TUTOR01
CYC2021040,2021,17,2022-01-26,Test Prep,Absent,0,TUTOR04
CYC2021040,2021,18,2022-02-02,Test Prep,Present,3,TUTOR05
CYC2021040,2021,19,2022-02-09,Study Skills,Present,1.5,TUTOR03
CYC2021040,2021,20,2022-02-16,Study Skills,Present,2,TUTOR02
CYC2021040,2021,21,2022-02-23,Study Skills,Present,2.5,TUTOR05
CYC2021040,2021,22,2022-03-02,Leadership,Present,2,TUTOR08
CYC2021040,2021,23,2022-03-09,Test Prep,Present,3,TUTOR07
CYC2021040,2021,24,2022-03-16,Tutoring,Absent,0,TUTOR06
CYC2021040,2021,25,2022-03-23,College Planning,Absent,0,TUTOR04
CYC2021040,2021,26,2022-03-30,Financial Literacy,Present,1.5,TUTOR09
CYC2021040,2021,27,2022-04-06,Career Exploration,Excused,0,TUTOR01
CYC2021040,2021,28,2022-04-13,Test Prep,Present,2.5,TUTOR03
CYC2021040,2021,29,2022-04-20,Leadership,Present,2,TUTOR08
CYC2021040,2021,30,2022-04-27,Study Skills,Absent,0,TUTOR11
CYC2021040,2021,31,2022-05-04,College Planning,Present,2.5,TUTOR06
CYC2021041,2021,1,2021-09-24,Leadership,Present,2.5,TUTOR11
CYC2021041,2021,2,2021-10-01,Test Prep,Present,2,TUTOR08
CYC2021041,2021,3,2021-10-08,Financial Literacy,Absent,0,TUTOR04
CYC2021041,2021,4,2021-10-15,College Planning,Present,2.5,TUTOR03
CYC2021041,2021,5,2021-10-22,College Planning,Present,3,TUTOR05
CYC2021041,2021,6,2021-10-29,Test Prep,Present,2.5,TUTOR04
CYC2021041,2021,7,2021-11-05,Study Skills,Present,2.5,TUTOR02
CYC2021041,2021,8,2021-11-12,Tutoring,Present,2.5,TUTOR05
CYC2021041,2021,9,2021-11-19,Study Skills,Present,2.5,TUTOR01
CYC2021041,2021,10,2021-11-26,Financial Literacy,Present,1.5,TUTOR05
CYC2021041,2021,11,2021-12-03,Tutoring,Absent,0,TUTOR04
CYC2021041,2021,12,2021-12-10,College Planning,Present,2.5,TUTOR12
CYC2021041,2021,13,2021-12-17,Leadership,Present,2.5,TUTOR01
CYC2021041,2021,14,2021-12-24,Career Exploration,Present,2.5,TUTOR06
CYC2021041,2021,15,2021-12-31,Tutoring,Present,2.5,TUTOR02
CYC2021041,2021,16,2022-01-07,Tutoring,Present,2,TUTOR04
CYC2021041,2021,17,2022-01-14,Test Prep,Present,2,TUTOR07
CYC2021041,2021,18,2022-01-21,Study Skills,Present,2,TUTOR03
CYC2021041,2021,19,2022-01-28,Study Skills,Absent,0,TUTOR01
CYC2021041,2021,20,2022-02-04,Financial Literacy,Present,2,TUTOR02
CYC2021041,2021,21,2022-02-11,Tutoring,Present,1.5,TUTOR07
CYC2021041,2021,22,2022-02-18,College Planning,Present,2,TUTOR05
CYC2021041,2021,23,2022-02-25,Test Prep,Present,1.5,TUTOR09
CYC2021041,2021,24,2022-03-04,Leadership,Present,2.5,TUTOR10
CYC2021041,2021,25,2022-03-11,Financial Literacy,Present,2.5,TUTOR01
CYC2021041,2021,26,2022-03-18,Financial Literacy,Present,1.5,TUTOR08
CYC2021041,2021,27,2022-03-25,Career Exploration,Absent,0,TUTOR09
CYC2021041,2021,28,2022-04-01,Financial Literacy,Present,1.5,TUTOR03
CYC2021041,2021,29,2022-04-08,Financial Literacy,Present,2.5,TUTOR12
CYC2021041,2021,30,2022-04-15,Leadership,Present,2,TUTOR04
CYC2021042,2021,1,2021-09-24,Leadership,Present,2.5,TUTOR05
CYC2021042,2021,2,2021-10-01,Study Skills,Present,2,TUTOR07
CYC2021042,2021,3,2021-10-08,Career Exploration,Absent,0,TUTOR07
CYC2021042,2021,4,2021-10-15,Test Prep,Present,2.5,TUTOR01
CYC2021042,2021,5,2021-10-22,Financial Literacy,Present,1.5,TUTOR10
CYC2021042,2021,6,2021-10-29,Leadership,Absent,0,TUTOR12
CYC2021042,2021,7,2021-11-05,College Planning,Absent,0,TUTOR01
CYC2021042,2021,8,2021-11-12,Financial Literacy,Present,1.5,TUTOR07
CYC2021042,2021,9,2021-11-19,Tutoring,Present,2.5,TUTOR09
