participant_id,cohort_year,enrollment_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs
CYC2019200,2019,2019-10-14,16,11th,White,Male,North Mecklenburg High School,Yes,"Under $25,000",3,No,Career Readiness,No,No
CYC2019201,2019,2019-10-15,14,9th,White,Female,South Mecklenburg High School,No,"Under $25,000",1,Yes,Career Readiness,Yes,No
CYC2019202,2019,2019-08-28,18,12th,White,Male,Independence High School,Yes,"Under $25,000",2,Yes,College Prep,No,No
CYC2019203,2019,2019-09-17,16,11th,Black or African American,Female,Mallard Creek High School,Yes,"$60,000-$79,999",6,Yes,College Prep,No,No
CYC2019204,2019,2019-10-13,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"$100,000+",1,Yes,College Prep,No,Yes
CYC2019205,2019,2019-08-16,16,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",4,No,Career Readiness,No,No
CYC2019206,2019,2019-09-14,16,11th,Black or African American,Female,Mallard Creek High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2019207,2019,2019-09-15,15,10th,Black or African American,Female,Vance High School,No,"$25,000-$39,999",4,No,College Prep,No,N/A
CYC2019208,2019,2019-09-10,16,11th,White,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,Yes,N/A
CYC2019209,2019,2019-08-24,16,11th,White,Male,Hopewell High School,Yes,"$60,000-$79,999",2,No,College Prep,Yes,Yes
CYC2019210,2019,2019-10-10,16,11th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",5,Yes,Intensive Support,Yes,No
CYC2019211,2019,2019-09-11,16,11th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",3,No,Career Readiness,No,No
CYC2019212,2019,2019-10-07,17,12th,Black or African American,Female,Myers Park High School,No,"$40,000-$59,999",7,Yes,College Prep,No,No
CYC2019213,2019,2019-09-20,18,12th,White,Male,North Mecklenburg High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No
CYC2019214,2019,2019-08-24,17,12th,Black or African American,Female,Ardrey Kell High School,No,"$40,000-$59,999",4,Yes,Career Readiness,No,Yes
CYC2019215,2019,2019-10-02,16,11th,White,Male,Julius Chambers High School,Yes,"$80,000-$99,999",4,Yes,Career Readiness,No,N/A
CYC2019216,2019,2019-10-02,17,11th,Native American,Female,Garinger High School,Yes,"$100,000+",1,Yes,College Prep,No,Yes
CYC2020001,2020,2020-09-11,15,9th,Black or African American,Female,Ardrey Kell High School,Yes,"$60,000-$79,999",7,Yes,Intensive Support,No,No
CYC2020002,2020,2020-10-07,18,12th,Hispanic/Latino,Female,Garinger High School,Yes,"Under $25,000",3,Yes,College Prep,No,No
CYC2020003,2020,2020-08-23,16,11th,Black or African American,Female,North Mecklenburg High School,No,"Under $25,000",1,Yes,College Prep,No,No
CYC2020004,2020,2020-09-05,16,11th,Black or African American,Female,Charlotte Catholic High School,No,"$60,000-$79,999",2,Yes,College Prep,No,No
CYC2020005,2020,2020-08-25,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No
CYC2020006,2020,2020-09-13,17,11th,Black or African American,Male,Hopewell High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No
CYC2020007,2020,2020-10-03,16,10th,Multiracial,Male,South Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,College Prep,Yes,No
CYC2020008,2020,2020-10-01,15,10th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$25,000-$39,999",1,No,Dual Track,Yes,No
CYC2020009,2020,2020-09-25,17,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",6,Yes,College Prep,No,No
CYC2020010,2020,2020-09-21,18,12th,Multiracial,Female,Hopewell High School,No,"Under $25,000",5,Yes,Career Readiness,No,No
CYC2020011,2020,2020-09-28,17,12th,Native American,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,No,No
CYC2020012,2020,2020-09-11,18,12th,White,Male,Hopewell High School,Yes,"$25,000-$39,999",5,No,Dual Track,No,No
CYC2020013,2020,2020-09-16,16,11th,Black or African American,Male,Harding University High School,Yes,"$100,000+",7,Yes,College Prep,No,No
CYC2020014,2020,2020-09-23,17,11th,Hispanic/Latino,Female,Butler High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,Yes,Yes
CYC2020015,2020,2020-08-28,17,12th,Native American,Female,Julius Chambers High School,No,"$40,000-$59,999",4,Yes,College Prep,Yes,No
CYC2020016,2020,2020-09-16,17,12th,Black or African American,Female,East Mecklenburg High School,Yes,"Under $25,000",4,Yes,College Prep,No,Yes
CYC2020017,2020,2020-10-03,15,10th,White,Male,Providence High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No
CYC2020018,2020,2020-09-23,17,12th,Black or African American,Male,Providence High School,Yes,"$40,000-$59,999",5,Yes,Intensive Support,No,No
CYC2020019,2020,2020-09-10,18,12th,Hispanic/Latino,Female,Providence High School,Yes,"$40,000-$59,999",2,Unknown,Career Readiness,No,No
CYC2020020,2020,2020-09-09,16,11th,Hispanic/Latino,Male,Olympic High School,No,"$25,000-$39,999",4,No,Career Readiness,No,No
CYC2020021,2020,2020-10-11,17,12th,Black or African American,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",1,No,Intensive Support,No,No
CYC2020022,2020,2020-09-20,15,10th,Multiracial,Male,Butler High School,Yes,"Under $25,000",4,No,Dual Track,Yes,No
CYC2020023,2020,2020-08-19,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,Yes
CYC2020024,2020,2020-09-08,15,10th,Hispanic/Latino,Female,South Mecklenburg High School,No,"Under $25,000",3,No,Career Readiness,Yes,No
CYC2020025,2020,2020-09-03,16,11th,Asian,Female,North Mecklenburg High School,No,"Under $25,000",4,Yes,Career Readiness,Yes,No
CYC2020026,2020,2020-08-15,15,10th,Black or African American,Male,Myers Park High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A
CYC2020027,2020,2020-08-26,14,9th,Asian,Male,East Mecklenburg High School,Yes,"Under $25,000",4,Yes,College Prep,No,No
CYC2020028,2020,2020-08-19,16,10th,Asian,Male,Mallard Creek High School,Yes,"$25,000-$39,999",2,No,Intensive Support,No,N/A
CYC2020029,2020,2020-08-18,18,12th,White,Female,Myers Park High School,No,"$60,000-$79,999",2,Yes,Intensive Support,Yes,No
CYC2020030,2020,2020-08-15,14,9th,Black or African American,Female,West Charlotte High School,Yes,"Under $25,000",4,Unknown,Dual Track,Yes,N/A
CYC2020031,2020,2020-09-12,16,10th,Hispanic/Latino,Male,Providence High School,Yes,"$25,000-$39,999",4,No,Dual Track,No,No
CYC2020032,2020,2020-09-17,17,12th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"$40,000-$59,999",8,No,College Prep,Yes,No
CYC2020033,2020,2020-10-09,15,9th,Native American,Male,East Mecklenburg High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No
CYC2020034,2020,2020-09-01,16,11th,Black or African American,Male,Julius Chambers High School,No,"$25,000-$39,999",2,Yes,College Prep,No,No
CYC2020035,2020,2020-09-04,17,11th,Native American,Non-binary,Mallard Creek High School,Yes,"$80,000-$99,999",2,Yes,Career Readiness,No,Yes
CYC2020036,2020,2020-10-11,16,11th,Other,Male,Independence High School,No,"$25,000-$39,999",3,Yes,Career Readiness,Yes,No
CYC2020037,2020,2020-09-25,16,11th,Hispanic/Latino,Male,West Charlotte High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,No,N/A
CYC2020038,2020,2020-09-12,15,10th,Asian,Non-binary,North Mecklenburg High School,No,"$25,000-$39,999",5,Yes,Career Readiness,No,No
CYC2020039,2020,2020-09-19,15,9th,Black or African American,Female,Myers Park High School,Yes,"$25,000-$39,999",1,Yes,College Prep,No,No
CYC2020040,2020,2020-08-28,15,10th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2020041,2020,2020-09-13,18,12th,Multiracial,Male,Vance High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,Yes
CYC2020042,2020,2020-09-26,18,12th,Black or African American,Female,Harding University High School,No,"Under $25,000",4,No,College Prep,No,No
CYC2020043,2020,2020-09-22,17,11th,Black or African American,Male,North Mecklenburg High School,Yes,"$40,000-$59,999",1,Yes,Dual Track,No,No
CYC2020044,2020,2020-10-04,18,12th,Asian,Female,Hopewell High School,No,"$25,000-$39,999",3,Yes,Intensive Support,No,No
CYC2020045,2020,2020-09-01,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,No,Yes
CYC2020046,2020,2020-08-23,17,11th,Hispanic/Latino,Male,West Charlotte High School,Yes,"$60,000-$79,999",6,Yes,Career Readiness,Yes,No
CYC2020047,2020,2020-09-08,15,10th,Hispanic/Latino,Female,Harding University High School,Yes,"$25,000-$39,999",2,Yes,College Prep,Yes,N/A
CYC2020048,2020,2020-08-31,17,11th,Hispanic/Latino,Female,Garinger High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A
CYC2020049,2020,2020-09-08,15,9th,Hispanic/Latino,Female,East Mecklenburg High School,No,"$60,000-$79,999",2,Yes,College Prep,No,Yes
CYC2020050,2020,2020-10-08,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",6,No,College Prep,No,No
CYC2020051,2020,2020-08-29,17,12th,Multiracial,Male,Harding University High School,Yes,"Under $25,000",1,No,College Prep,No,No
CYC2020052,2020,2020-10-11,16,11th,White,Male,Hopewell High School,Yes,"Under $25,000",3,Yes,College Prep,No,N/A
CYC2020053,2020,2020-09-30,17,11th,Hispanic/Latino,Female,Vance High School,No,"$40,000-$59,999",2,Yes,Career Readiness,Yes,No
CYC2020054,2020,2020-09-17,18,12th,Multiracial,Male,Rocky River High School,Yes,"Under $25,000",2,No,Intensive Support,No,No
CYC2020055,2020,2020-09-06,15,10th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No
CYC2020056,2020,2020-09-14,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,Yes
CYC2020057,2020,2020-10-07,17,11th,Black or African American,Male,Butler High School,No,"Under $25,000",5,Yes,Intensive Support,No,No
CYC2020058,2020,2020-10-10,17,11th,Hispanic/Latino,Male,Rocky River High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,No
CYC2020059,2020,2020-09-25,17,12th,Multiracial,Female,Olympic High School,No,"$25,000-$39,999",6,Yes,College Prep,Yes,No
CYC2020060,2020,2020-10-03,16,11th,Black or African American,Female,Garinger High School,No,"$40,000-$59,999",4,Yes,College Prep,No,Yes
CYC2020061,2020,2020-09-16,18,12th,Black or African American,Female,South Mecklenburg High School,No,"$25,000-$39,999",4,No,Career Readiness,No,No
CYC2020062,2020,2020-10-13,16,11th,Black or African American,Male,South Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No
CYC2020063,2020,2020-08-27,16,11th,Native American,Male,Hopewell High School,No,"Under $25,000",1,Yes,College Prep,No,No
CYC2020064,2020,2020-10-07,15,9th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,Yes
CYC2020065,2020,2020-08-17,18,12th,Other,Male,Butler High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No
CYC2020066,2020,2020-08-27,16,11th,Black or African American,Female,Independence High School,No,"$25,000-$39,999",7,No,Career Readiness,Yes,No
CYC2020067,2020,2020-09-09,17,12th,White,Male,North Mecklenburg High School,No,"$25,000-$39,999",3,Yes,Dual Track,Yes,N/A
CYC2020068,2020,2020-09-01,15,9th,White,Male,Harding University High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,No,No
CYC2020069,2020,2020-10-12,14,9th,Hispanic/Latino,Female,Butler High School,Yes,"$25,000-$39,999",1,No,College Prep,No,Yes
CYC2020070,2020,2020-08-19,16,11th,Hispanic/Latino,Female,Rocky River High School,No,"$60,000-$79,999",1,Yes,College Prep,No,No
CYC2020071,2020,2020-09-10,18,12th,Hispanic/Latino,Male,Vance High School,No,"$40,000-$59,999",5,Yes,College Prep,Yes,No
CYC2020072,2020,2020-09-17,16,10th,Black or African American,Male,Garinger High School,Yes,"$40,000-$59,999",4,No,Career Readiness,No,N/A
CYC2020073,2020,2020-09-02,18,12th,White,Male,Julius Chambers High School,Yes,"$25,000-$39,999",5,Yes,College Prep,Yes,Yes
CYC2020074,2020,2020-09-16,17,12th,Black or African American,Female,Mallard Creek High School,No,"$25,000-$39,999",6,No,Career Readiness,No,No
CYC2020075,2020,2020-10-09,18,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,No
CYC2020076,2020,2020-09-05,17,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",3,No,College Prep,No,Yes
CYC2020077,2020,2020-09-29,15,9th,White,Female,North Mecklenburg High School,No,"$60,000-$79,999",3,Yes,Dual Track,No,Yes
CYC2020078,2020,2020-09-18,15,10th,Asian,Male,South Mecklenburg High School,Yes,"$80,000-$99,999",7,Yes,Dual Track,Yes,N/A
CYC2020079,2020,2020-10-14,15,9th,Black or African American,Female,Butler High School,Yes,"Under $25,000",5,No,College Prep,No,No
CYC2020080,2020,2020-09-20,17,11th,Black or African American,Female,Julius Chambers High School,Yes,"$100,000+",3,Yes,Dual Track,No,No
CYC2020081,2020,2020-09-17,16,11th,White,Female,Olympic High School,Yes,"$25,000-$39,999",6,No,College Prep,Yes,No
CYC2020082,2020,2020-09-06,18,12th,Hispanic/Latino,Female,North Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,N/A
CYC2020083,2020,2020-09-04,16,11th,Multiracial,Male,Harding University High School,Yes,"$60,000-$79,999",6,Yes,Career Readiness,Yes,No
CYC2020084,2020,2020-10-15,17,12th,Multiracial,Female,Butler High School,No,"Under $25,000",4,Yes,Dual Track,Yes,No
CYC2020085,2020,2020-09-27,16,11th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"Under $25,000",2,Yes,Intensive Support,No,No
CYC2020086,2020,2020-09-14,16,11th,White,Male,Charlotte Catholic High School,Yes,"$40,000-$59,999",2,Yes,College Prep,No,N/A
CYC2020087,2020,2020-09-17,18,12th,Black or African American,Male,West Charlotte High School,No,"Under $25,000",1,Yes,Dual Track,No,No
CYC2020088,2020,2020-08-30,16,11th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",3,No,College Prep,No,No
CYC2020089,2020,2020-08-22,17,11th,Black or African American,Male,Olympic High School,Yes,"Under $25,000",3,Unknown,Career Readiness,No,No
CYC2020090,2020,2020-10-12,18,12th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,Intensive Support,Yes,No
CYC2020091,2020,2020-08-20,16,11th,Black or African American,Male,Harding University High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No
CYC2020092,2020,2020-08-30,17,11th,White,Female,Charlotte Catholic High School,Yes,"Under $25,000",2,Yes,College Prep,No,N/A
CYC2020093,2020,2020-08-24,16,11th,Hispanic/Latino,Male,Butler High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No
CYC2020094,2020,2020-09-05,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",6,Yes,Career Readiness,No,No
CYC2020095,2020,2020-09-19,16,11th,Black or African American,Male,Harding University High School,Yes,"$40,000-$59,999",1,No,College Prep,Yes,No
CYC2020096,2020,2020-10-11,17,11th,Multiracial,Male,Rocky River High School,No,"$100,000+",1,Yes,Dual Track,Yes,N/A
CYC2020097,2020,2020-09-27,18,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,Yes
CYC2020098,2020,2020-08-30,17,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",2,Yes,Dual Track,No,No
CYC2020099,2020,2020-09-13,18,12th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"Under $25,000",4,No,College Prep,No,N/A
CYC2020100,2020,2020-10-11,14,9th,Hispanic/Latino,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A
CYC2020101,2020,2020-09-01,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No
CYC2020102,2020,2020-08-24,14,9th,White,Male,Garinger High School,No,"Under $25,000",2,No,College Prep,No,N/A
CYC2020103,2020,2020-10-11,17,12th,White,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No
CYC2020104,2020,2020-09-28,16,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No
CYC2020105,2020,2020-10-11,18,12th,Black or African American,Male,Providence High School,Yes,"Under $25,000",7,Yes,College Prep,No,No
CYC2020106,2020,2020-09-04,16,11th,Asian,Male,Butler High School,No,"$100,000+",3,Yes,Dual Track,No,No
CYC2020107,2020,2020-09-28,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",5,No,Dual Track,Yes,No
CYC2020108,2020,2020-09-14,15,9th,Multiracial,Male,Providence High School,No,"$40,000-$59,999",5,Yes,Dual Track,Yes,No
CYC2020109,2020,2020-09-14,18,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",7,Yes,Career Readiness,No,No
CYC2020110,2020,2020-08-28,16,11th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,N/A
CYC2020111,2020,2020-09-15,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Career Readiness,No,No
CYC2020112,2020,2020-09-10,18,12th,Multiracial,Male,Vance High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A
CYC2020113,2020,2020-10-10,18,12th,Black or African American,Male,Charlotte Catholic High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No
CYC2020114,2020,2020-08-18,17,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,Yes
CYC2020115,2020,2020-10-11,15,10th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No
CYC2020116,2020,2020-09-06,17,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,N/A
CYC2020117,2020,2020-09-25,16,11th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",5,Yes,College Prep,Yes,Yes
CYC2020118,2020,2020-09-13,18,12th,Other,Male,West Charlotte High School,No,"$100,000+",3,Yes,College Prep,No,No
CYC2020119,2020,2020-09-28,17,12th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No
CYC2020120,2020,2020-10-11,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$60,000-$79,999",1,Yes,College Prep,No,N/A
CYC2020121,2020,2020-08-28,16,11th,Other,Male,Hopewell High School,No,"$25,000-$39,999",4,No,College Prep,No,Yes
CYC2020122,2020,2020-08-18,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No
CYC2020123,2020,2020-10-01,17,12th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",1,No,Career Readiness,Yes,No
CYC2020124,2020,2020-09-17,16,11th,Asian,Female,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No
CYC2020125,2020,2020-09-20,16,11th,Black or African American,Female,East Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,Yes,No
CYC2020126,2020,2020-09-23,18,12th,Black or African American,Male,Mallard Creek High School,No,"$60,000-$79,999",5,Yes,College Prep,No,No
CYC2020127,2020,2020-09-23,16,11th,Black or African American,Female,Butler High School,Yes,"Under $25,000",4,No,College Prep,No,N/A
CYC2020128,2020,2020-09-01,15,9th,Black or African American,Female,Julius Chambers High School,Yes,"Under $25,000",7,No,Career Readiness,Yes,No
CYC2020129,2020,2020-09-16,17,12th,Hispanic/Latino,Male,Hopewell High School,No,"$40,000-$59,999",6,No,Dual Track,No,No
CYC2020130,2020,2020-09-27,15,10th,Hispanic/Latino,Female,West Charlotte High School,Yes,"Under $25,000",1,No,Career Readiness,No,No
CYC2020131,2020,2020-09-13,17,12th,Asian,Male,Independence High School,No,"Under $25,000",4,Yes,Dual Track,Yes,No
CYC2020132,2020,2020-09-27,16,10th,Black or African American,Male,Harding University High School,Yes,"$40,000-$59,999",6,Yes,College Prep,No,No
CYC2020133,2020,2020-08-16,16,11th,Asian,Female,Charlotte Catholic High School,Yes,"$40,000-$59,999",3,No,College Prep,No,N/A
CYC2020134,2020,2020-09-25,18,12th,Hispanic/Latino,Male,Hopewell High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No
CYC2020135,2020,2020-08-16,17,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$25,000-$39,999",5,No,College Prep,No,No
CYC2020136,2020,2020-09-13,16,11th,White,Female,Garinger High School,No,"Under $25,000",3,Yes,College Prep,No,No
CYC2020137,2020,2020-08-31,18,12th,Hispanic/Latino,Female,Providence High School,No,"$25,000-$39,999",1,No,Dual Track,No,No
CYC2020138,2020,2020-09-17,16,11th,Hispanic/Latino,Male,Myers Park High School,No,"Under $25,000",1,Yes,College Prep,No,Yes
CYC2020139,2020,2020-09-28,17,12th,Black or African American,Female,Garinger High School,Yes,"$25,000-$39,999",5,No,College Prep,No,No
CYC2020140,2020,2020-08-19,18,12th,Black or African American,Male,Rocky River High School,No,"$40,000-$59,999",6,Yes,College Prep,Yes,No
CYC2020141,2020,2020-09-29,14,9th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",1,Yes,College Prep,Yes,No
CYC2020142,2020,2020-10-13,16,11th,Asian,Female,Ardrey Kell High School,No,"Under $25,000",2,Yes,College Prep,No,Yes
CYC2020143,2020,2020-09-12,16,10th,Black or African American,Female,Myers Park High School,No,"$25,000-$39,999",2,No,Career Readiness,No,No
CYC2020144,2020,2020-10-12,18,12th,White,Male,Mallard Creek High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No
CYC2020145,2020,2020-08-28,17,11th,Black or African American,Male,Independence High School,Yes,"Under $25,000",3,No,College Prep,No,No
CYC2020146,2020,2020-08-23,14,9th,Multiracial,Female,North Mecklenburg High School,No,"$60,000-$79,999",5,Yes,Dual Track,Yes,No
CYC2020147,2020,2020-09-17,15,10th,Hispanic/Latino,Female,Vance High School,Yes,"$80,000-$99,999",4,Yes,College Prep,No,No
CYC2020148,2020,2020-09-12,16,10th,White,Female,Charlotte Catholic High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No
CYC2020149,2020,2020-10-01,16,11th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No
CYC2020150,2020,2020-09-14,16,11th,Black or African American,Female,Ardrey Kell High School,Yes,"Under $25,000",5,Yes,College Prep,No,Yes
CYC2020151,2020,2020-08-31,16,11th,Hispanic/Latino,Non-binary,Charlotte Catholic High School,No,"$40,000-$59,999",4,Yes,Career Readiness,No,No
CYC2020152,2020,2020-09-09,17,12th,Hispanic/Latino,Male,Providence High School,No,"$25,000-$39,999",7,No,Dual Track,No,N/A
CYC2020153,2020,2020-08-22,16,11th,Hispanic/Latino,Male,Myers Park High School,No,"$25,000-$39,999",6,No,Career Readiness,No,No
CYC2020154,2020,2020-08-29,16,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",5,Unknown,Dual Track,No,No
CYC2020155,2020,2020-09-27,16,11th,Hispanic/Latino,Male,Butler High School,Yes,"$25,000-$39,999",2,Yes,College Prep,Yes,No
CYC2020156,2020,2020-09-15,17,11th,Multiracial,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",4,Yes,College Prep,Yes,No
CYC2020157,2020,2020-09-01,17,11th,Black or African American,Male,Mallard Creek High School,Yes,"$100,000+",3,Yes,Career Readiness,No,Yes
CYC2020158,2020,2020-09-08,14,9th,Black or African American,Female,South Mecklenburg High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,No,No
CYC2020159,2020,2020-09-10,18,12th,Black or African American,Female,Julius Chambers High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,No
CYC2020160,2020,2020-08-24,16,11th,Black or African American,Female,Independence High School,No,"$40,000-$59,999",5,No,College Prep,No,Yes
CYC2020161,2020,2020-09-09,16,11th,White,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,No
CYC2020162,2020,2020-09-14,17,12th,Black or African American,Female,Butler High School,No,"$25,000-$39,999",1,No,Career Readiness,No,No
CYC2020163,2020,2020-08-24,17,12th,Black or African American,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",1,Yes,Intensive Support,Yes,No
CYC2020164,2020,2020-10-09,16,11th,Black or African American,Male,Vance High School,No,"Under $25,000",4,No,College Prep,No,No
CYC2020165,2020,2020-09-29,16,11th,Asian,Female,Julius Chambers High School,Yes,"Under $25,000",4,Yes,Career Readiness,Yes,No
CYC2020166,2020,2020-09-15,16,11th,White,Female,Rocky River High School,No,"$40,000-$59,999",3,Yes,Career Readiness,No,No
CYC2020167,2020,2020-08-23,15,10th,Black or African American,Male,Vance High School,No,"Under $25,000",3,No,College Prep,No,No
CYC2020168,2020,2020-08-16,16,11th,Hispanic/Latino,Female,Garinger High School,Yes,"Under $25,000",6,Unknown,Career Readiness,No,N/A
CYC2020169,2020,2020-09-10,18,12th,Asian,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",7,Yes,Career Readiness,No,Yes
CYC2020170,2020,2020-10-08,16,10th,White,Female,Garinger High School,Yes,"$60,000-$79,999",7,Yes,Career Readiness,Yes,No
CYC2020171,2020,2020-08-23,16,11th,Black or African American,Male,Rocky River High School,No,"Under $25,000",4,Yes,Career Readiness,No,No
CYC2020172,2020,2020-09-29,17,11th,Multiracial,Female,Hopewell High School,Yes,"$100,000+",2,Yes,Career Readiness,Yes,Yes
CYC2020173,2020,2020-10-13,16,10th,Hispanic/Latino,Female,Olympic High School,No,"Under $25,000",4,Yes,Career Readiness,No,Yes
CYC2020174,2020,2020-09-21,18,12th,Other,Female,Independence High School,No,"$60,000-$79,999",1,Yes,Intensive Support,Yes,No
CYC2020175,2020,2020-09-10,17,12th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",2,Yes,College Prep,No,No
CYC2020176,2020,2020-09-29,15,10th,White,Female,Julius Chambers High School,No,"Under $25,000",4,No,College Prep,Yes,Yes
CYC2020177,2020,2020-10-02,17,11th,Hispanic/Latino,Male,Providence High School,Yes,"$60,000-$79,999",4,Yes,Dual Track,Yes,No
CYC2020178,2020,2020-08-23,17,12th,White,Female,Independence High School,No,"$25,000-$39,999",4,No,Career Readiness,Yes,No
CYC2020179,2020,2020-09-09,18,12th,Asian,Male,Mallard Creek High School,Yes,"Under $25,000",4,Yes,Career Readiness,Yes,Yes
CYC2020180,2020,2020-09-10,17,11th,Hispanic/Latino,Male,North Mecklenburg High School,Yes,"Under $25,000",6,Yes,Career Readiness,Yes,N/A
CYC2020181,2020,2020-10-01,15,9th,White,Female,Rocky River High School,No,"$100,000+",3,No,Intensive Support,No,No
CYC2020182,2020,2020-09-25,15,9th,Black or African American,Female,Butler High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,No
CYC2020183,2020,2020-09-08,17,12th,Black or African American,Non-binary,Vance High School,Yes,"Under $25,000",2,No,College Prep,Yes,No
