participant_id,cohort_year,enrollment_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs
CYC2023200,2023,2023-10-10,18,12th,Hispanic/Latino,Male,Providence High School,No,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2023201,2023,2023-10-07,16,11th,Multiracial,Male,Olympic High School,Yes,"$60,000-$79,999",2,Yes,Dual Track,No,No
CYC2023202,2023,2023-09-25,18,12th,Multiracial,Female,Harding University High School,Yes,"$40,000-$59,999",7,Yes,College Prep,No,No
CYC2023203,2023,2023-10-02,17,12th,Black or African American,Female,Garinger High School,No,"$40,000-$59,999",6,Yes,Career Readiness,Yes,No
CYC2023204,2023,2023-08-25,15,10th,White,Female,Butler High School,Yes,"Under $25,000",1,Yes,Dual Track,No,Yes
CYC2023205,2023,2023-09-01,15,10th,Black or African American,Male,North Mecklenburg High School,No,"$40,000-$59,999",5,Yes,Dual Track,No,Yes
CYC2023206,2023,2023-09-29,18,12th,Multiracial,Female,Myers Park High School,No,"$25,000-$39,999",6,No,Career Readiness,Yes,No
CYC2023207,2023,2023-10-01,16,10th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",2,No,College Prep,Yes,Yes
CYC2023208,2023,2023-09-01,15,9th,Asian,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",1,No,Dual Track,Yes,N/A
CYC2023209,2023,2023-09-02,15,9th,Hispanic/Latino,Male,Rocky River High School,Yes,"$40,000-$59,999",6,Yes,Career Readiness,No,No
CYC2023210,2023,2023-10-10,18,12th,Hispanic/Latino,Male,Providence High School,Yes,"Under $25,000",7,Yes,Intensive Support,Yes,Yes
CYC2023211,2023,2023-08-25,18,12th,Black or African American,Female,Butler High School,No,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2023212,2023,2023-10-04,17,12th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,No,No
CYC2023213,2023,2023-10-05,17,11th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",1,Yes,Career Readiness,Yes,N/A
CYC2023214,2023,2023-10-08,18,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",8,No,College Prep,Yes,No
CYC2023215,2023,2023-09-24,18,12th,Black or African American,Female,Ardrey Kell High School,No,"$25,000-$39,999",5,No,Career Readiness,No,No
CYC2023216,2023,2023-08-21,16,11th,Multiracial,Male,Independence High School,No,"$25,000-$39,999",4,Unknown,Career Readiness,No,No
CYC2023217,2023,2023-10-02,17,12th,Black or African American,Male,Mallard Creek High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,N/A
CYC2023218,2023,2023-10-11,17,12th,Asian,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No
