participant_id,cohort_year,enrollment_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs
CYC2019200,2019,2019-10-14,16,11th,White,Male,North Mecklenburg High School,Yes,"Under $25,000",3,No,Career Readiness,No,No
CYC2019201,2019,2019-10-15,14,9th,White,Female,South Mecklenburg High School,No,"Under $25,000",1,Yes,Career Readiness,Yes,No
CYC2019202,2019,2019-08-28,18,12th,White,Male,Independence High School,Yes,"Under $25,000",2,Yes,College Prep,No,No
CYC2019203,2019,2019-09-17,16,11th,Black or African American,Female,Mallard Creek High School,Yes,"$60,000-$79,999",6,Yes,College Prep,No,No
CYC2019204,2019,2019-10-13,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"$100,000+",1,Yes,College Prep,No,Yes
CYC2019205,2019,2019-08-16,16,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",4,No,Career Readiness,No,No
CYC2019206,2019,2019-09-14,16,11th,Black or African American,Female,Mallard Creek High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2019207,2019,2019-09-15,15,10th,Black or African American,Female,Vance High School,No,"$25,000-$39,999",4,No,College Prep,No,N/A
CYC2019208,2019,2019-09-10,16,11th,White,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",4,Yes,Dual Track,Yes,N/A
CYC2019209,2019,2019-08-24,16,11th,White,Male,Hopewell High School,Yes,"$60,000-$79,999",2,No,College Prep,Yes,Yes
CYC2019210,2019,2019-10-10,16,11th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",5,Yes,Intensive Support,Yes,No
CYC2019211,2019,2019-09-11,16,11th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",3,No,Career Readiness,No,No
CYC2019212,2019,2019-10-07,17,12th,Black or African American,Female,Myers Park High School,No,"$40,000-$59,999",7,Yes,College Prep,No,No
CYC2019213,2019,2019-09-20,18,12th,White,Male,North Mecklenburg High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No
CYC2019214,2019,2019-08-24,17,12th,Black or African American,Female,Ardrey Kell High School,No,"$40,000-$59,999",4,Yes,Career Readiness,No,Yes
CYC2019215,2019,2019-10-02,16,11th,White,Male,Julius Chambers High School,Yes,"$80,000-$99,999",4,Yes,Career Readiness,No,N/A
CYC2019216,2019,2019-10-02,17,11th,Native American,Female,Garinger High School,Yes,"$100,000+",1,Yes,College Prep,No,Yes
