participant_id,cohort_year,session_week,session_date,session_type,attended,hours_participated,tutor_assigned
CYC2020036,2020,17,2021-01-31,Test Prep,Present,2,TUTOR02
CYC2020036,2020,18,2021-02-07,Study Skills,Present,1.5,TUTOR08
CYC2020036,2020,19,2021-02-14,College Planning,Absent,0,TUTOR10
CYC2020036,2020,20,2021-02-21,Career Exploration,Present,1.5,TUTOR03
CYC2020036,2020,21,2021-02-28,Career Exploration,Present,2,TUTOR10
CYC2020036,2020,22,2021-03-07,Financial Literacy,Absent,0,TUTOR06
CYC2020036,2020,23,2021-03-14,Tutoring,Present,2.5,TUTOR09
CYC2020036,2020,24,2021-03-21,Tutoring,Present,3,TUTOR10
CYC2020036,2020,25,2021-03-28,Tutoring,Present,2,TUTOR02
CYC2020036,2020,26,2021-04-04,Leadership,Absent,0,TUTOR05
CYC2020036,2020,27,2021-04-11,Study Skills,Present,2.5,TUTOR11
CYC2020036,2020,28,2021-04-18,Financial Literacy,Present,2,TUTOR01
CYC2020036,2020,29,2021-04-25,Test Prep,Present,3,TUTOR09
CYC2020036,2020,30,2021-05-02,Study Skills,Present,2,TUTOR04
CYC2020036,2020,31,2021-05-09,Test Prep,Absent,0,TUTOR10
CYC2020037,2020,1,2020-09-25,Study Skills,Excused,0,TUTOR03
CYC2020037,2020,2,2020-10-02,College Planning,Present,2,TUTOR06
CYC2020037,2020,3,2020-10-09,College Planning,Present,2.5,TUTOR10
CYC2020037,2020,4,2020-10-16,College Planning,Present,1.5,TUTOR02
CYC2020037,2020,5,2020-10-23,Leadership,Absent,0,TUTOR12
CYC2020037,2020,6,2020-10-30,Study Skills,Present,1.5,TUTOR06
CYC2020037,2020,7,2020-11-06,Leadership,Present,3,TUTOR10
CYC2020037,2020,8,2020-11-13,Career Exploration,Present,2,TUTOR07
CYC2020037,2020,9,2020-11-20,Study Skills,Absent,0,TUTOR01
CYC2020037,2020,10,2020-11-27,Tutoring,Present,2.5,TUTOR09
CYC2020037,2020,11,2020-12-04,Leadership,Present,2,TUTOR10
CYC2020037,2020,12,2020-12-11,Financial Literacy,Present,2,TUTOR04
CYC2020037,2020,13,2020-12-18,Test Prep,Present,2.5,TUTOR03
CYC2020037,2020,14,2020-12-25,Financial Literacy,Present,2,TUTOR03
CYC2020037,2020,15,2021-01-01,Career Exploration,Present,2.5,TUTOR05
CYC2020037,2020,16,2021-01-08,Test Prep,Present,1.5,TUTOR12
CYC2020037,2020,17,2021-01-15,Study Skills,Absent,0,TUTOR04
CYC2020037,2020,18,2021-01-22,Financial Literacy,Present,3,TUTOR09
CYC2020037,2020,19,2021-01-29,Financial Literacy,Present,1.5,TUTOR05
CYC2020037,2020,20,2021-02-05,Leadership,Present,2.5,TUTOR11
CYC2020037,2020,21,2021-02-12,Leadership,Present,3,TUTOR05
CYC2020037,2020,22,2021-02-19,Test Prep,Present,2.5,TUTOR03
CYC2020037,2020,23,2021-02-26,Financial Literacy,Present,2,TUTOR05
CYC2020037,2020,24,2021-03-05,Study Skills,Present,2,TUTOR09
CYC2020037,2020,25,2021-03-12,Leadership,Present,2.5,TUTOR08
CYC2020037,2020,26,2021-03-19,Career Exploration,Present,3,TUTOR10
CYC2020037,2020,27,2021-03-26,Financial Literacy,Present,2,TUTOR07
CYC2020037,2020,28,2021-04-02,Financial Literacy,Excused,0,TUTOR06
CYC2020037,2020,29,2021-04-09,Career Exploration,Present,2,TUTOR01
CYC2020037,2020,30,2021-04-16,Study Skills,Present,2,TUTOR10
CYC2020038,2020,1,2020-09-12,College Planning,Present,1.5,TUTOR08
CYC2020038,2020,2,2020-09-19,Leadership,Present,2,TUTOR04
CYC2020038,2020,3,2020-09-26,Career Exploration,Absent,0,TUTOR03
CYC2020038,2020,4,2020-10-03,Career Exploration,Present,2,TUTOR04
CYC2020038,2020,5,2020-10-10,Leadership,Present,3,TUTOR08
CYC2020038,2020,6,2020-10-17,Leadership,Present,2,TUTOR03
CYC2020038,2020,7,2020-10-24,Study Skills,Present,2,TUTOR03
CYC2020038,2020,8,2020-10-31,Career Exploration,Present,2.5,TUTOR02
CYC2020038,2020,9,2020-11-07,Financial Literacy,Present,3,TUTOR08
CYC2020038,2020,10,2020-11-14,Study Skills,Present,1.5,TUTOR04
CYC2020038,2020,11,2020-11-21,Test Prep,Present,2,TUTOR10
CYC2020038,2020,12,2020-11-28,Financial Literacy,Present,2,TUTOR05
CYC2020038,2020,13,2020-12-05,Financial Literacy,Excused,0,TUTOR03
CYC2020038,2020,14,2020-12-12,Career Exploration,Present,2.5,TUTOR08
CYC2020038,2020,15,2020-12-19,Study Skills,Present,2,TUTOR09
CYC2020038,2020,16,2020-12-26,Test Prep,Absent,0,TUTOR06
CYC2020038,2020,17,2021-01-02,Leadership,Present,2,TUTOR10
CYC2020038,2020,18,2021-01-09,Study Skills,Present,2.5,TUTOR07
CYC2020038,2020,19,2021-01-16,Test Prep,Present,2,TUTOR02
CYC2020038,2020,20,2021-01-23,College Planning,Present,2.5,TUTOR06
CYC2020038,2020,21,2021-01-30,Study Skills,Present,2.5,TUTOR06
CYC2020038,2020,22,2021-02-06,Test Prep,Present,1.5,TUTOR11
CYC2020038,2020,23,2021-02-13,College Planning,Present,1.5,TUTOR02
CYC2020038,2020,24,2021-02-20,Test Prep,Present,1.5,TUTOR02
CYC2020038,2020,25,2021-02-27,Tutoring,Present,2,TUTOR01
CYC2020038,2020,26,2021-03-06,College Planning,Present,2,TUTOR01
CYC2020038,2020,27,2021-03-13,Career Exploration,Present,1.5,TUTOR04
CYC2020038,2020,28,2021-03-20,Tutoring,Present,2,TUTOR12
CYC2020038,2020,29,2021-03-27,Test Prep,Present,1.5,TUTOR07
CYC2020038,2020,30,2021-04-03,Study Skills,Absent,0,TUTOR05
CYC2020038,2020,31,2021-04-10,Leadership,Absent,0,TUTOR06
CYC2020038,2020,32,2021-04-17,Tutoring,Absent,0,TUTOR12
CYC2020039,2020,1,2020-09-19,Financial Literacy,Absent,0,TUTOR10
CYC2020039,2020,2,2020-09-26,Test Prep,Absent,0,TUTOR10
CYC2020039,2020,3,2020-10-03,Tutoring,Excused,0,TUTOR10
CYC2020039,2020,4,2020-10-10,Test Prep,Present,1.5,TUTOR11
CYC2020039,2020,5,2020-10-17,Financial Literacy,Present,2.5,TUTOR01
CYC2020039,2020,6,2020-10-24,Career Exploration,Present,2.5,TUTOR11
CYC2020039,2020,7,2020-10-31,Tutoring,Absent,0,TUTOR03
CYC2020039,2020,8,2020-11-07,Study Skills,Present,2,TUTOR07
CYC2020039,2020,9,2020-11-14,Career Exploration,Present,1.5,TUTOR12
CYC2020039,2020,10,2020-11-21,Study Skills,Absent,0,TUTOR10
CYC2020039,2020,11,2020-11-28,Test Prep,Present,2,TUTOR09
CYC2020039,2020,12,2020-12-05,Leadership,Present,1.5,TUTOR03
CYC2020039,2020,13,2020-12-12,Tutoring,Absent,0,TUTOR12
CYC2020039,2020,14,2020-12-19,Leadership,Absent,0,TUTOR09
CYC2020039,2020,15,2020-12-26,Test Prep,Present,1.5,TUTOR05
CYC2020039,2020,16,2021-01-02,Test Prep,Absent,0,TUTOR10
CYC2020039,2020,17,2021-01-09,Study Skills,Present,2,TUTOR06
CYC2020039,2020,18,2021-01-16,College Planning,Present,2,TUTOR01
CYC2020039,2020,19,2021-01-23,Career Exploration,Present,2,TUTOR06
CYC2020039,2020,20,2021-01-30,Leadership,Present,3,TUTOR11
CYC2020039,2020,21,2021-02-06,Career Exploration,Absent,0,TUTOR02
CYC2020039,2020,22,2021-02-13,Tutoring,Present,2,TUTOR02
CYC2020039,2020,23,2021-02-20,Leadership,Present,1.5,TUTOR04
CYC2020039,2020,24,2021-02-27,Financial Literacy,Absent,0,TUTOR07
CYC2020039,2020,25,2021-03-06,Tutoring,Present,1.5,TUTOR11
CYC2020039,2020,26,2021-03-13,Financial Literacy,Present,2,TUTOR08
CYC2020039,2020,27,2021-03-20,Test Prep,Excused,0,TUTOR03
CYC2020039,2020,28,2021-03-27,Career Exploration,Excused,0,TUTOR08
CYC2020039,2020,29,2021-04-03,Study Skills,Absent,0,TUTOR07
CYC2020039,2020,30,2021-04-10,College Planning,Absent,0,TUTOR11
CYC2020039,2020,31,2021-04-17,Study Skills,Absent,0,TUTOR08
CYC2020039,2020,32,2021-04-24,Career Exploration,Present,1.5,TUTOR11
CYC2020039,2020,33,2021-05-01,Study Skills,Present,2,TUTOR10
CYC2020039,2020,34,2021-05-08,Leadership,Present,2.5,TUTOR07
CYC2020039,2020,35,2021-05-15,College Planning,Absent,0,TUTOR11
CYC2020039,2020,36,2021-05-22,Study Skills,Present,1.5,TUTOR09
CYC2020040,2020,1,2020-08-28,College Planning,Absent,0,TUTOR11
CYC2020040,2020,2,2020-09-04,Financial Literacy,Present,1.5,TUTOR02
CYC2020040,2020,3,2020-09-11,College Planning,Present,3,TUTOR08
CYC2020040,2020,4,2020-09-18,Tutoring,Present,3,TUTOR12
CYC2020040,2020,5,2020-09-25,Study Skills,Absent,0,TUTOR02
CYC2020040,2020,6,2020-10-02,Career Exploration,Present,2.5,TUTOR07
CYC2020040,2020,7,2020-10-09,Leadership,Present,3,TUTOR04
CYC2020040,2020,8,2020-10-16,Career Exploration,Present,3,TUTOR10
CYC2020040,2020,9,2020-10-23,College Planning,Absent,0,TUTOR02
CYC2020040,2020,10,2020-10-30,College Planning,Present,1.5,TUTOR03
CYC2020040,2020,11,2020-11-06,Test Prep,Absent,0,TUTOR09
CYC2020040,2020,12,2020-11-13,College Planning,Present,2,TUTOR10
CYC2020040,2020,13,2020-11-20,Test Prep,Present,2,TUTOR12
CYC2020040,2020,14,2020-11-27,Financial Literacy,Present,2,TUTOR09
CYC2020040,2020,15,2020-12-04,Career Exploration,Present,2,TUTOR10
CYC2020040,2020,16,2020-12-11,Financial Literacy,Present,2.5,TUTOR06
CYC2020040,2020,17,2020-12-18,College Planning,Excused,0,TUTOR05
CYC2020040,2020,18,2020-12-25,Career Exploration,Present,2,TUTOR12
CYC2020040,2020,19,2021-01-01,College Planning,Present,1.5,TUTOR06
CYC2020040,2020,20,2021-01-08,College Planning,Absent,0,TUTOR09
CYC2020040,2020,21,2021-01-15,Test Prep,Absent,0,TUTOR07
CYC2020040,2020,22,2021-01-22,Career Exploration,Present,2,TUTOR10
CYC2020040,2020,23,2021-01-29,Study Skills,Absent,0,TUTOR03
CYC2020040,2020,24,2021-02-05,Tutoring,Present,3,TUTOR02
CYC2020040,2020,25,2021-02-12,Test Prep,Present,1.5,TUTOR07
CYC2020040,2020,26,2021-02-19,College Planning,Present,2.5,TUTOR07
CYC2020040,2020,27,2021-02-26,Study Skills,Present,2.5,TUTOR07
CYC2020040,2020,28,2021-03-05,Study Skills,Present,2,TUTOR04
CYC2020040,2020,29,2021-03-12,Leadership,Present,1.5,TUTOR06
CYC2020040,2020,30,2021-03-19,Leadership,Present,2,TUTOR01
CYC2020040,2020,31,2021-03-26,College Planning,Present,2,TUTOR05
CYC2020040,2020,32,2021-04-02,Financial Literacy,Present,2.5,TUTOR08
CYC2020040,2020,33,2021-04-09,Study Skills,Present,3,TUTOR02
CYC2020040,2020,34,2021-04-16,Tutoring,Present,2.5,TUTOR03
CYC2020040,2020,35,2021-04-23,Test Prep,Present,2.5,TUTOR12
CYC2020040,2020,36,2021-04-30,Career Exploration,Present,2.5,TUTOR02
CYC2020041,2020,1,2020-09-13,Test Prep,Present,2.5,TUTOR12
CYC2020041,2020,2,2020-09-20,Tutoring,Present,2,TUTOR10
CYC2020041,2020,3,2020-09-27,Financial Literacy,Present,2.5,TUTOR09
CYC2020041,2020,4,2020-10-04,Career Exploration,Present,2,TUTOR04
CYC2020041,2020,5,2020-10-11,Leadership,Present,3,TUTOR07
CYC2020041,2020,6,2020-10-18,Leadership,Present,2.5,TUTOR01
CYC2020041,2020,7,2020-10-25,Study Skills,Present,2.5,TUTOR07
CYC2020041,2020,8,2020-11-01,Study Skills,Absent,0,TUTOR09
CYC2020041,2020,9,2020-11-08,Financial Literacy,Absent,0,TUTOR09
CYC2020041,2020,10,2020-11-15,College Planning,Absent,0,TUTOR01
CYC2020041,2020,11,2020-11-22,Study Skills,Present,3,TUTOR11
CYC2020041,2020,12,2020-11-29,Study Skills,Excused,0,TUTOR04
CYC2020041,2020,13,2020-12-06,Financial Literacy,Excused,0,TUTOR08
CYC2020041,2020,14,2020-12-13,Study Skills,Present,1.5,TUTOR04
CYC2020041,2020,15,2020-12-20,Leadership,Present,1.5,TUTOR01
CYC2020041,2020,16,2020-12-27,Leadership,Absent,0,TUTOR08
CYC2020041,2020,17,2021-01-03,Leadership,Present,1.5,TUTOR11
CYC2020041,2020,18,2021-01-10,Career Exploration,Present,1.5,TUTOR06
CYC2020041,2020,19,2021-01-17,Leadership,Absent,0,TUTOR09
CYC2020041,2020,20,2021-01-24,Career Exploration,Absent,0,TUTOR07
CYC2020041,2020,21,2021-01-31,Leadership,Absent,0,TUTOR11
CYC2020041,2020,22,2021-02-07,Career Exploration,Present,1.5,TUTOR11
CYC2020041,2020,23,2021-02-14,Test Prep,Present,2,TUTOR07
CYC2020041,2020,24,2021-02-21,Leadership,Excused,0,TUTOR07
CYC2020041,2020,25,2021-02-28,Financial Literacy,Absent,0,TUTOR05
CYC2020041,2020,26,2021-03-07,Leadership,Present,2.5,TUTOR11
CYC2020041,2020,27,2021-03-14,Tutoring,Absent,0,TUTOR06
CYC2020041,2020,28,2021-03-21,Study Skills,Present,2,TUTOR11
CYC2020041,2020,29,2021-03-28,Career Exploration,Present,1.5,TUTOR02
CYC2020041,2020,30,2021-04-04,Financial Literacy,Present,2.5,TUTOR11
CYC2020041,2020,31,2021-04-11,Financial Literacy,Present,2.5,TUTOR01
CYC2020041,2020,32,2021-04-18,Leadership,Present,2.5,TUTOR05
CYC2020041,2020,33,2021-04-25,Test Prep,Present,2.5,TUTOR11
CYC2020041,2020,34,2021-05-02,Career Exploration,Present,3,TUTOR08
CYC2020041,2020,35,2021-05-09,Career Exploration,Present,2.5,TUTOR01
CYC2020041,2020,36,2021-05-16,Career Exploration,Excused,0,TUTOR07
CYC2020042,2020,1,2020-09-26,Financial Literacy,Present,2.5,TUTOR01
CYC2020042,2020,2,2020-10-03,Tutoring,Absent,0,TUTOR04
CYC2020042,2020,3,2020-10-10,Career Exploration,Present,2,TUTOR08
CYC2020042,2020,4,2020-10-17,Leadership,Absent,0,TUTOR04
CYC2020042,2020,5,2020-10-24,College Planning,Excused,0,TUTOR08
CYC2020042,2020,6,2020-10-31,Study Skills,Present,2,TUTOR09
CYC2020042,2020,7,2020-11-07,Test Prep,Present,2,TUTOR02
CYC2020042,2020,8,2020-11-14,Career Exploration,Present,3,TUTOR04
CYC2020042,2020,9,2020-11-21,Career Exploration,Present,2.5,TUTOR05
CYC2020042,2020,10,2020-11-28,Study Skills,Present,2,TUTOR03
CYC2020042,2020,11,2020-12-05,Study Skills,Present,2.5,TUTOR06
CYC2020042,2020,12,2020-12-12,Test Prep,Present,2.5,TUTOR11
CYC2020042,2020,13,2020-12-19,Test Prep,Present,2,TUTOR03
CYC2020042,2020,14,2020-12-26,Test Prep,Absent,0,TUTOR06
CYC2020042,2020,15,2021-01-02,Career Exploration,Absent,0,TUTOR03
CYC2020042,2020,16,2021-01-09,Leadership,Present,2,TUTOR11
CYC2020042,2020,17,2021-01-16,Financial Literacy,Absent,0,TUTOR12
CYC2020042,2020,18,2021-01-23,Leadership,Excused,0,TUTOR10
CYC2020042,2020,19,2021-01-30,Financial Literacy,Absent,0,TUTOR05
CYC2020042,2020,20,2021-02-06,Career Exploration,Absent,0,TUTOR07
CYC2020042,2020,21,2021-02-13,Tutoring,Present,2.5,TUTOR03
CYC2020042,2020,22,2021-02-20,Test Prep,Present,2,TUTOR07
CYC2020042,2020,23,2021-02-27,College Planning,Excused,0,TUTOR01
CYC2020042,2020,24,2021-03-06,College Planning,Present,1.5,TUTOR05
CYC2020042,2020,25,2021-03-13,College Planning,Excused,0,TUTOR01
CYC2020042,2020,26,2021-03-20,Test Prep,Present,2,TUTOR10
CYC2020042,2020,27,2021-03-27,Financial Literacy,Present,2.5,TUTOR11
CYC2020042,2020,28,2021-04-03,Test Prep,Present,2,TUTOR06
CYC2020042,2020,29,2021-04-10,Study Skills,Present,2,TUTOR08
CYC2020043,2020,1,2020-09-22,Tutoring,Present,1.5,TUTOR09
CYC2020043,2020,2,2020-09-29,Career Exploration,Present,2,TUTOR11
CYC2020043,2020,3,2020-10-06,Leadership,Absent,0,TUTOR06
CYC2020043,2020,4,2020-10-13,College Planning,Present,1.5,TUTOR09
CYC2020043,2020,5,2020-10-20,Career Exploration,Present,1.5,TUTOR10
CYC2020043,2020,6,2020-10-27,Financial Literacy,Present,1.5,TUTOR12
CYC2020043,2020,7,2020-11-03,Test Prep,Present,2,TUTOR03
CYC2020043,2020,8,2020-11-10,Study Skills,Present,2.5,TUTOR05
CYC2020043,2020,9,2020-11-17,Career Exploration,Present,2.5,TUTOR03
CYC2020043,2020,10,2020-11-24,Career Exploration,Present,2.5,TUTOR11
CYC2020043,2020,11,2020-12-01,Financial Literacy,Present,2,TUTOR05
CYC2020043,2020,12,2020-12-08,Financial Literacy,Present,2.5,TUTOR10
CYC2020043,2020,13,2020-12-15,Study Skills,Present,2,TUTOR04
CYC2020043,2020,14,2020-12-22,Tutoring,Absent,0,TUTOR05
CYC2020043,2020,15,2020-12-29,College Planning,Present,2.5,TUTOR05
CYC2020043,2020,16,2021-01-05,Financial Literacy,Present,3,TUTOR12
CYC2020043,2020,17,2021-01-12,Financial Literacy,Present,2,TUTOR08
CYC2020043,2020,18,2021-01-19,Financial Literacy,Present,2.5,TUTOR01
CYC2020043,2020,19,2021-01-26,Career Exploration,Present,2,TUTOR04
CYC2020043,2020,20,2021-02-02,Financial Literacy,Present,2,TUTOR09
CYC2020043,2020,21,2021-02-09,College Planning,Absent,0,TUTOR12
CYC2020043,2020,22,2021-02-16,College Planning,Absent,0,TUTOR09
CYC2020043,2020,23,2021-02-23,Career Exploration,Absent,0,TUTOR09
CYC2020043,2020,24,2021-03-02,Financial Literacy,Present,2.5,TUTOR03
CYC2020043,2020,25,2021-03-09,College Planning,Present,2,TUTOR02
CYC2020043,2020,26,2021-03-16,Tutoring,Present,1.5,TUTOR02
CYC2020043,2020,27,2021-03-23,Test Prep,Present,2,TUTOR06
CYC2020043,2020,28,2021-03-30,Financial Literacy,Present,2,TUTOR01
CYC2020043,2020,29,2021-04-06,Financial Literacy,Present,1.5,TUTOR01
CYC2020043,2020,30,2021-04-13,Test Prep,Present,2.5,TUTOR08
CYC2020043,2020,31,2021-04-20,Tutoring,Present,1.5,TUTOR01
CYC2020044,2020,1,2020-10-04,Career Exploration,Present,2.5,TUTOR05
CYC2020044,2020,2,2020-10-11,Leadership,Present,2,TUTOR11
CYC2020044,2020,3,2020-10-18,Study Skills,Present,2.5,TUTOR02
CYC2020044,2020,4,2020-10-25,Career Exploration,Present,2,TUTOR07
CYC2020044,2020,5,2020-11-01,Study Skills,Excused,0,TUTOR07
CYC2020044,2020,6,2020-11-08,Career Exploration,Present,2.5,TUTOR04
CYC2020044,2020,7,2020-11-15,Study Skills,Present,2,TUTOR04
CYC2020044,2020,8,2020-11-22,Tutoring,Absent,0,TUTOR11
CYC2020044,2020,9,2020-11-29,Tutoring,Present,2.5,TUTOR12
CYC2020044,2020,10,2020-12-06,Test Prep,Present,1.5,TUTOR03
CYC2020044,2020,11,2020-12-13,Tutoring,Absent,0,TUTOR12
CYC2020044,2020,12,2020-12-20,Test Prep,Present,2,TUTOR05
CYC2020044,2020,13,2020-12-27,Test Prep,Present,2,TUTOR03
CYC2020044,2020,14,2021-01-03,Tutoring,Present,2,TUTOR12
CYC2020044,2020,15,2021-01-10,Financial Literacy,Absent,0,TUTOR11
CYC2020044,2020,16,2021-01-17,Tutoring,Present,2.5,TUTOR02
CYC2020044,2020,17,2021-01-24,Test Prep,Absent,0,TUTOR03
CYC2020044,2020,18,2021-01-31,Tutoring,Present,2.5,TUTOR06
CYC2020044,2020,19,2021-02-07,Tutoring,Absent,0,TUTOR01
CYC2020044,2020,20,2021-02-14,College Planning,Present,2,TUTOR09
CYC2020044,2020,21,2021-02-21,College Planning,Present,2,TUTOR06
CYC2020044,2020,22,2021-02-28,Career Exploration,Present,2,TUTOR10
CYC2020044,2020,23,2021-03-07,Financial Literacy,Present,2,TUTOR05
CYC2020044,2020,24,2021-03-14,Study Skills,Absent,0,TUTOR05
CYC2020044,2020,25,2021-03-21,College Planning,Present,2,TUTOR09
CYC2020044,2020,26,2021-03-28,Financial Literacy,Present,1.5,TUTOR01
CYC2020044,2020,27,2021-04-04,Financial Literacy,Present,2,TUTOR09
CYC2020044,2020,28,2021-04-11,College Planning,Absent,0,TUTOR01
CYC2020044,2020,29,2021-04-18,Test Prep,Present,2.5,TUTOR07
CYC2020045,2020,1,2020-09-01,Leadership,Present,1.5,TUTOR08
CYC2020045,2020,2,2020-09-08,Tutoring,Present,2.5,TUTOR11
CYC2020045,2020,3,2020-09-15,Study Skills,Present,2.5,TUTOR04
CYC2020045,2020,4,2020-09-22,Study Skills,Present,3,TUTOR07
CYC2020045,2020,5,2020-09-29,Test Prep,Present,2.5,TUTOR08
CYC2020045,2020,6,2020-10-06,Study Skills,Absent,0,TUTOR08
CYC2020045,2020,7,2020-10-13,Test Prep,Present,1.5,TUTOR05
CYC2020045,2020,8,2020-10-20,Leadership,Present,3,TUTOR07
CYC2020045,2020,9,2020-10-27,Leadership,Present,2,TUTOR07
CYC2020045,2020,10,2020-11-03,Study Skills,Present,2,TUTOR05
CYC2020045,2020,11,2020-11-10,Career Exploration,Present,2,TUTOR03
CYC2020045,2020,12,2020-11-17,Study Skills,Present,2.5,TUTOR05
CYC2020045,2020,13,2020-11-24,Study Skills,Present,1.5,TUTOR06
CYC2020045,2020,14,2020-12-01,Financial Literacy,Present,2.5,TUTOR01
CYC2020045,2020,15,2020-12-08,Study Skills,Absent,0,TUTOR03
CYC2020045,2020,16,2020-12-15,Career Exploration,Present,2.5,TUTOR06
CYC2020045,2020,17,2020-12-22,Career Exploration,Present,3,TUTOR02
CYC2020045,2020,18,2020-12-29,Leadership,Present,2.5,TUTOR05
CYC2020045,2020,19,2021-01-05,Test Prep,Present,2,TUTOR05
CYC2020045,2020,20,2021-01-12,Career Exploration,Absent,0,TUTOR07
CYC2020045,2020,21,2021-01-19,Leadership,Present,2.5,TUTOR09
CYC2020045,2020,22,2021-01-26,Test Prep,Present,2,TUTOR07
CYC2020045,2020,23,2021-02-02,Leadership,Present,2.5,TUTOR09
CYC2020045,2020,24,2021-02-09,Financial Literacy,Present,2.5,TUTOR04
CYC2020045,2020,25,2021-02-16,Career Exploration,Absent,0,TUTOR02
CYC2020045,2020,26,2021-02-23,Tutoring,Present,2,TUTOR04
CYC2020045,2020,27,2021-03-02,Financial Literacy,Excused,0,TUTOR03
CYC2020045,2020,28,2021-03-09,Career Exploration,Present,2,TUTOR03
CYC2020045,2020,29,2021-03-16,Study Skills,Present,2,TUTOR07
CYC2020045,2020,30,2021-03-23,Test Prep,Present,3,TUTOR03
CYC2020045,2020,31,2021-03-30,Financial Literacy,Absent,0,TUTOR02
CYC2020046,2020,1,2020-08-23,Study Skills,Present,2.5,TUTOR07
CYC2020046,2020,2,2020-08-30,Test Prep,Present,2.5,TUTOR09
CYC2020046,2020,3,2020-09-06,Career Exploration,Present,3,TUTOR08
CYC2020046,2020,4,2020-09-13,Career Exploration,Absent,0,TUTOR11
CYC2020046,2020,5,2020-09-20,Tutoring,Present,2.5,TUTOR07
CYC2020046,2020,6,2020-09-27,Study Skills,Present,2.5,TUTOR12
CYC2020046,2020,7,2020-10-04,Leadership,Present,3,TUTOR07
CYC2020046,2020,8,2020-10-11,Financial Literacy,Present,2.5,TUTOR08
CYC2020046,2020,9,2020-10-18,Test Prep,Excused,0,TUTOR02
CYC2020046,2020,10,2020-10-25,Financial Literacy,Present,3,TUTOR08
CYC2020046,2020,11,2020-11-01,Career Exploration,Present,1.5,TUTOR02
CYC2020046,2020,12,2020-11-08,Test Prep,Present,2.5,TUTOR03
CYC2020046,2020,13,2020-11-15,Tutoring,Present,3,TUTOR02
CYC2020046,2020,14,2020-11-22,Tutoring,Present,2,TUTOR01
CYC2020046,2020,15,2020-11-29,Career Exploration,Present,2,TUTOR12
CYC2020046,2020,16,2020-12-06,College Planning,Present,2.5,TUTOR04
CYC2020046,2020,17,2020-12-13,Tutoring,Present,2,TUTOR10
CYC2020046,2020,18,2020-12-20,Study Skills,Present,2,TUTOR08
CYC2020046,2020,19,2020-12-27,Career Exploration,Present,2.5,TUTOR06
CYC2020046,2020,20,2021-01-03,Financial Literacy,Present,2,TUTOR07
CYC2020046,2020,21,2021-01-10,Career Exploration,Present,2,TUTOR01
CYC2020046,2020,22,2021-01-17,Leadership,Present,1.5,TUTOR09
CYC2020046,2020,23,2021-01-24,Study Skills,Absent,0,TUTOR04
CYC2020046,2020,24,2021-01-31,Study Skills,Present,1.5,TUTOR06
CYC2020046,2020,25,2021-02-07,College Planning,Present,2.5,TUTOR09
CYC2020046,2020,26,2021-02-14,College Planning,Present,3,TUTOR01
CYC2020046,2020,27,2021-02-21,Study Skills,Absent,0,TUTOR12
CYC2020046,2020,28,2021-02-28,Test Prep,Present,2,TUTOR02
CYC2020046,2020,29,2021-03-07,Financial Literacy,Present,1.5,TUTOR10
CYC2020046,2020,30,2021-03-14,Test Prep,Present,2,TUTOR06
CYC2020046,2020,31,2021-03-21,Leadership,Absent,0,TUTOR03
CYC2020046,2020,32,2021-03-28,Tutoring,Absent,0,TUTOR09
CYC2020047,2020,1,2020-09-08,Financial Literacy,Present,1.5,TUTOR11
CYC2020047,2020,2,2020-09-15,College Planning,Present,3,TUTOR08
CYC2020047,2020,3,2020-09-22,Study Skills,Present,2,TUTOR04
CYC2020047,2020,4,2020-09-29,Tutoring,Present,1.5,TUTOR12
CYC2020047,2020,5,2020-10-06,Leadership,Present,2.5,TUTOR01
CYC2020047,2020,6,2020-10-13,Tutoring,Excused,0,TUTOR12
CYC2020047,2020,7,2020-10-20,Leadership,Present,1.5,TUTOR09
CYC2020047,2020,8,2020-10-27,Test Prep,Present,3,TUTOR09
CYC2020047,2020,9,2020-11-03,College Planning,Present,2.5,TUTOR08
CYC2020047,2020,10,2020-11-10,Financial Literacy,Present,2.5,TUTOR07
CYC2020047,2020,11,2020-11-17,Leadership,Present,1.5,TUTOR09
CYC2020047,2020,12,2020-11-24,College Planning,Present,2.5,TUTOR02
CYC2020047,2020,13,2020-12-01,College Planning,Present,3,TUTOR08
CYC2020047,2020,14,2020-12-08,Financial Literacy,Present,3,TUTOR08
CYC2020047,2020,15,2020-12-15,Career Exploration,Absent,0,TUTOR03
CYC2020047,2020,16,2020-12-22,College Planning,Present,2,TUTOR11
CYC2020047,2020,17,2020-12-29,Financial Literacy,Present,2,TUTOR05
CYC2020047,2020,18,2021-01-05,Tutoring,Absent,0,TUTOR08
CYC2020047,2020,19,2021-01-12,Financial Literacy,Present,2,TUTOR07
CYC2020047,2020,20,2021-01-19,Tutoring,Absent,0,TUTOR07
CYC2020047,2020,21,2021-01-26,Financial Literacy,Present,3,TUTOR03
CYC2020047,2020,22,2021-02-02,Test Prep,Present,2.5,TUTOR06
CYC2020047,2020,23,2021-02-09,Tutoring,Excused,0,TUTOR05
CYC2020047,2020,24,2021-02-16,Test Prep,Present,2.5,TUTOR11
CYC2020047,2020,25,2021-02-23,Career Exploration,Present,1.5,TUTOR08
CYC2020047,2020,26,2021-03-02,Financial Literacy,Excused,0,TUTOR12
CYC2020047,2020,27,2021-03-09,Career Exploration,Present,2.5,TUTOR02
