participant_id,cohort_year,enrollment_date,survey_date,completion_status,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,cohort_year_pre,age_at_enrollment_pre,grade_level_pre,race_ethnicity_pre,gender_pre,high_school_pre,title_1_school_pre,family_income_range_pre,household_size_pre,first_generation_college_pre,program_track_pre,transportation_barrier_pre,childcare_needs_pre,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,cohort_year_post,age_at_enrollment_post,grade_level_post,race_ethnicity_post,gender_post,high_school_post,title_1_school_post,family_income_range_post,household_size_post,first_generation_college_post,program_track_post,transportation_barrier_post,childcare_needs_post,act_composite_pre_post,act_english_pre_post,act_math_pre_post,act_reading_pre_post,act_science_pre_post,sat_total_pre_post,sat_math_pre_post,sat_verbal_pre_post,gpa_pre_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,academic_support_at_home_post,technology_access_post,post_secondary_plan_post,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post_post,study_hours_per_week_post_post,career_confidence_rating_post_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement,program_duration_days,race_ethnicity_std,income_level,academic_level_pre,act_met_improvement_goal,sat_met_improvement_goal,gpa_met_improvement_goal
CYC2020090,2020,2020-10-12,2020-10-12,Completed,18,12th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,Intensive Support,Yes,No,2020,18,12th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,Intensive Support,Yes,No,21,23,19,22,22,1110,520,590,1,7,6,2,Strong,Good access,4-year college,2020,18,12th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",2,No,Intensive Support,Yes,No,21,23,19,22,22,1110,520,590,1,7,6,2,Strong,Good access,4-year college,23,21,23,23,24,1140,570,570,1.267941837223746,8,7.958003323749319,4,Working,No,NA,4,Definitely,2,30,0.26794183722374587,1,2,320,Other/Multiracial,Low Income,Proficient,TRUE,FALSE,TRUE
CYC2020091,2020,2020-08-20,2020-08-27,Completed,16,11th,Black or African American,Male,Harding University High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,2020,16,11th,Black or African American,Male,Harding University High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,18,20,15,16,21,920,430,490,2.7,1,13,4,Limited,No reliable access,4-year college,2020,16,11th,Black or African American,Male,Harding University High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,18,20,15,16,21,920,430,490,2.7,1,13,4,Limited,No reliable access,4-year college,17,17,16,18,16,1010,480,530,3.1339309905462955,5,13.347542340538702,4,Enrolled 4-year,No,NA,5,Definitely,-1,90,0.43393099054629536,4,0,323,Black/African American,Middle Income,Developing,FALSE,TRUE,TRUE
CYC2020092,2020,2020-08-30,2020-09-07,Completed,17,11th,White,Female,Charlotte Catholic High School,Yes,"Under $25,000",2,Yes,College Prep,No,N/A,2020,17,11th,White,Female,Charlotte Catholic High School,Yes,"Under $25,000",2,Yes,College Prep,No,N/A,26,29,24,24,29,890,450,440,2.32,4,11,6,Strong,No reliable access,Trade school,2020,17,11th,White,Female,Charlotte Catholic High School,Yes,"Under $25,000",2,Yes,College Prep,No,N/A,26,29,24,24,29,890,450,440,2.32,4,11,6,Strong,No reliable access,Trade school,28,26,26,27,29,1050,480,570,3.2711461517317497,3,14.31225291827734,9,Enrolled 2-year,No,NA,4,Probably Not,2,160,0.95114615173175,-1,3,366,White,Low Income,High Achieving,TRUE,TRUE,TRUE
CYC2020093,2020,2020-08-24,2020-08-29,Did Not Complete,16,11th,Hispanic/Latino,Male,Butler High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No,2020,16,11th,Hispanic/Latino,Male,Butler High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No,21,20,19,23,22,700,370,330,2.49,2,10,1,Limited,No reliable access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Middle Income,Proficient,FALSE,FALSE,FALSE
CYC2020094,2020,2020-09-05,2020-09-12,Completed,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",6,Yes,Career Readiness,No,No,2020,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",6,Yes,Career Readiness,No,No,20,20,18,24,19,910,420,490,1.62,7,7,4,None,Limited access,Trade school,2020,17,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",6,Yes,Career Readiness,No,No,20,20,18,24,19,910,420,490,1.62,7,7,4,None,Limited access,Trade school,24,24,23,27,25,970,530,440,1.9659371455577417,8,12.434986952906382,5,Working,No,NA,4,Definitely,4,60,0.3459371455577416,1,1,352,Hispanic/Latino,Higher Income,Proficient,TRUE,FALSE,TRUE
CYC2020095,2020,2020-09-19,2020-09-30,Did Not Complete,16,11th,Black or African American,Male,Harding University High School,Yes,"$40,000-$59,999",1,No,College Prep,Yes,No,2020,16,11th,Black or African American,Male,Harding University High School,Yes,"$40,000-$59,999",1,No,College Prep,Yes,No,12,15,13,16,11,1350,740,610,1.88,9,12,4,Limited,Limited access,Trade school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black/African American,Middle Income,High Achieving,FALSE,FALSE,FALSE
CYC2020096,2020,2020-10-11,2020-10-16,Did Not Complete,17,11th,Multiracial,Male,Rocky River High School,No,"$100,000+",1,Yes,Dual Track,Yes,N/A,2020,17,11th,Multiracial,Male,Rocky River High School,No,"$100,000+",1,Yes,Dual Track,Yes,N/A,19,22,20,20,19,1160,580,580,1.27,7,10,7,Limited,Limited access,Trade school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other/Multiracial,Higher Income,Proficient,FALSE,FALSE,FALSE
CYC2020097,2020,2020-09-27,2020-09-29,Completed,18,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,Yes,2020,18,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,Yes,17,20,14,20,14,780,390,390,2.6,5,6,6,Limited,Good access,4-year college,2020,18,12th,White,Female,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,Yes,17,20,14,20,14,780,390,390,2.6,5,6,6,Limited,Good access,4-year college,21,22,21,21,22,860,440,420,3.5210378684498833,7,9.982092320355369,10,Enrolled 4-year,No,NA,4,Definitely,4,80,0.9210378684498832,2,4,342,White,Low Income,Developing,TRUE,TRUE,TRUE
CYC2020098,2020,2020-08-30,2020-08-30,Did Not Complete,17,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",2,Yes,Dual Track,No,No,2020,17,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",2,Yes,Dual Track,No,No,35,32,35,33,33,920,490,430,3.14,9,4,6,Moderate,Limited access,Undecided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Middle Income,High Achieving,FALSE,FALSE,FALSE
CYC2020099,2020,2020-09-13,2020-09-18,Did Not Complete,18,12th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"Under $25,000",4,No,College Prep,No,N/A,2020,18,12th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"Under $25,000",4,No,College Prep,No,N/A,17,17,17,18,20,930,510,420,2.21,9,9,1,None,Limited access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Developing,FALSE,FALSE,FALSE
CYC2020100,2020,2020-10-11,2020-10-11,Completed,14,9th,Hispanic/Latino,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A,2020,14,9th,Hispanic/Latino,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A,12,12,14,11,10,990,510,480,2.18,9,6,4,Strong,Limited access,Community college,2020,14,9th,Hispanic/Latino,Female,Myers Park High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A,12,12,14,11,10,990,510,480,2.18,9,6,4,Strong,Limited access,Community college,14,12,13,14,13,1140,530,610,2.7352141556627063,10,13.6040488318876,6,Trade program,No,NA,4,Definitely,2,150,0.5552141556627062,1,2,369,Hispanic/Latino,Low Income,Developing,TRUE,TRUE,TRUE
CYC2020101,2020,2020-09-01,2020-09-03,Completed,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,2020,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,14,15,12,16,16,830,410,420,3.36,7,11,10,Moderate,Limited access,4-year college,2020,17,12th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,No,14,15,12,16,16,830,410,420,3.36,7,11,10,Moderate,Limited access,4-year college,15,15,12,17,15,870,450,420,3.771802283611121,8,11.581446054959494,10,Enrolled 2-year,No,NA,5,Maybe,1,40,0.4118022836111206,1,0,326,Hispanic/Latino,Low Income,Developing,FALSE,FALSE,TRUE
CYC2020102,2020,2020-08-24,2020-09-07,Completed,14,9th,White,Male,Garinger High School,No,"Under $25,000",2,No,College Prep,No,N/A,2020,14,9th,White,Male,Garinger High School,No,"Under $25,000",2,No,College Prep,No,N/A,19,16,17,22,21,980,470,510,1.12,7,0,3,None,Good access,Trade school,2020,14,9th,White,Male,Garinger High School,No,"Under $25,000",2,No,College Prep,No,N/A,19,16,17,22,21,980,470,510,1.12,7,0,3,None,Good access,Trade school,23,23,20,24,25,1110,540,570,1.4029331896297672,10,4.217787484031386,3,Enrolled 2-year,No,NA,5,Definitely,4,130,0.2829331896297671,3,0,332,White,Low Income,Developing,TRUE,TRUE,TRUE
CYC2020103,2020,2020-10-11,2020-10-23,Completed,17,12th,White,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,2020,17,12th,White,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,16,14,16,15,13,970,470,500,1.84,6,3,8,None,Limited access,Trade school,2020,17,12th,White,Male,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,16,14,16,15,13,970,470,500,1.84,6,3,8,None,Limited access,Trade school,19,20,19,22,20,1040,570,470,2.171884899207871,7,6.960186373774598,8,Enrolled 4-year,No,NA,5,Probably,3,70,0.3318848992078711,1,0,309,White,Middle Income,Developing,TRUE,TRUE,TRUE
CYC2020104,2020,2020-09-28,2020-10-09,Completed,16,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No,2020,16,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No,20,17,17,20,17,480,220,260,2.63,9,8,9,None,No reliable access,Community college,2020,16,11th,White,Female,Charlotte Catholic High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No,20,17,17,20,17,480,220,260,2.63,9,8,9,None,No reliable access,Community college,21,19,21,23,19,560,270,290,3.294007002182387,10,9.080603315127622,10,Trade program,No,NA,5,Definitely,1,80,0.664007002182387,1,1,372,White,Low Income,Proficient,FALSE,TRUE,TRUE
CYC2020105,2020,2020-10-11,2020-10-11,Completed,18,12th,Black or African American,Male,Providence High School,Yes,"Under $25,000",7,Yes,College Prep,No,No,2020,18,12th,Black or African American,Male,Providence High School,Yes,"Under $25,000",7,Yes,College Prep,No,No,16,17,12,16,14,1200,550,650,2.05,5,3,5,Strong,Good access,Undecided,2020,18,12th,Black or African American,Male,Providence High School,Yes,"Under $25,000",7,Yes,College Prep,No,No,16,17,12,16,14,1200,550,650,2.05,5,3,5,Strong,Good access,Undecided,22,21,21,23,23,1230,670,560,2.480181632103651,6,3.30393129349193,7,Enrolled 2-year,Yes,11200,5,Probably,6,30,0.43018163210365135,1,2,354,Black/African American,Low Income,High Achieving,TRUE,FALSE,TRUE
CYC2020106,2020,2020-09-04,2020-09-05,Did Not Complete,16,11th,Asian,Male,Butler High School,No,"$100,000+",3,Yes,Dual Track,No,No,2020,16,11th,Asian,Male,Butler High School,No,"$100,000+",3,Yes,Dual Track,No,No,20,21,20,18,19,1020,550,470,3.55,3,6,4,Moderate,Limited access,Undecided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,Higher Income,Proficient,FALSE,FALSE,FALSE
CYC2020107,2020,2020-09-28,2020-10-02,Completed,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",5,No,Dual Track,Yes,No,2020,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",5,No,Dual Track,Yes,No,21,20,22,21,21,650,340,310,3.2,6,9,8,None,Limited access,4-year college,2020,16,11th,Hispanic/Latino,Male,Charlotte Catholic High School,No,"Under $25,000",5,No,Dual Track,Yes,No,21,20,22,21,21,650,340,310,3.2,6,9,8,None,Limited access,4-year college,23,21,20,25,23,760,390,370,3.9765698362364774,8,11.195760806650316,10,Enrolled 4-year,No,NA,3,Probably,2,110,0.7765698362364772,2,2,354,Hispanic/Latino,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2020108,2020,2020-09-14,2020-09-19,Completed,15,9th,Multiracial,Male,Providence High School,No,"$40,000-$59,999",5,Yes,Dual Track,Yes,No,2020,15,9th,Multiracial,Male,Providence High School,No,"$40,000-$59,999",5,Yes,Dual Track,Yes,No,20,18,16,21,18,1020,530,490,1.83,10,0,6,Limited,Good access,Trade school,2020,15,9th,Multiracial,Male,Providence High School,No,"$40,000-$59,999",5,Yes,Dual Track,Yes,No,20,18,16,21,18,1020,530,490,1.83,10,0,6,Limited,Good access,Trade school,23,25,25,23,24,1100,550,550,2.3123628237699223,10,1.6683607075321314,9,Working,No,NA,4,Maybe,3,80,0.48236282376992223,0,3,335,Other/Multiracial,Middle Income,Proficient,TRUE,TRUE,TRUE
CYC2020109,2020,2020-09-14,2020-09-26,Completed,18,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",7,Yes,Career Readiness,No,No,2020,18,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",7,Yes,Career Readiness,No,No,19,22,21,19,20,1200,570,630,2.55,7,6,2,Limited,Good access,4-year college,2020,18,12th,Black or African American,Male,Garinger High School,Yes,"$25,000-$39,999",7,Yes,Career Readiness,No,No,19,22,21,19,20,1200,570,630,2.55,7,6,2,Limited,Good access,4-year college,21,19,22,21,19,1310,660,650,2.947435069150029,10,5.137098230990272,5,Enrolled 4-year,Yes,4800,4,Definitely Not,2,110,0.397435069150029,3,3,349,Black/African American,Low Income,High Achieving,TRUE,TRUE,TRUE
CYC2020110,2020,2020-08-28,2020-09-03,Completed,16,11th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,N/A,2020,16,11th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,N/A,25,25,25,29,23,1110,540,570,1.85,4,11,7,None,No reliable access,Trade school,2020,16,11th,Black or African American,Female,Rocky River High School,Yes,"$25,000-$39,999",2,No,College Prep,Yes,N/A,25,25,25,29,23,1110,540,570,1.85,4,11,7,None,No reliable access,Trade school,27,29,29,28,28,1240,570,670,2.143760448588746,7,12.394309337751542,8,Enrolled 4-year,No,NA,5,Definitely,2,130,0.29376044858874595,3,1,344,Black/African American,Low Income,High Achieving,TRUE,TRUE,TRUE
CYC2020111,2020,2020-09-15,2020-09-23,Completed,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Career Readiness,No,No,2020,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Career Readiness,No,No,14,14,15,15,13,1010,460,550,3.68,5,8,1,None,Limited access,Trade school,2020,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$60,000-$79,999",3,No,Career Readiness,No,No,14,14,15,15,13,1010,460,550,3.68,5,8,1,None,Limited access,Trade school,16,15,17,14,14,1130,520,610,3.825693595393485,9,11.751559556819908,4,Enrolled 4-year,No,NA,4,Maybe,2,120,0.1456935953934848,4,3,331,Hispanic/Latino,Middle Income,Proficient,TRUE,TRUE,FALSE
CYC2020112,2020,2020-09-10,2020-09-14,Completed,18,12th,Multiracial,Male,Vance High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A,2020,18,12th,Multiracial,Male,Vance High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A,18,19,19,21,18,950,450,500,2.34,8,6,4,Limited,No reliable access,Community college,2020,18,12th,Multiracial,Male,Vance High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A,18,19,19,21,18,950,450,500,2.34,8,6,4,Limited,No reliable access,Community college,21,21,23,24,19,1100,520,580,2.4845888563559995,7,9.027616983465617,8,Enrolled 4-year,No,NA,4,Definitely,3,150,0.1445888563559996,-1,4,381,Other/Multiracial,Low Income,Developing,TRUE,TRUE,FALSE
CYC2020113,2020,2020-10-10,2020-10-21,Completed,18,12th,Black or African American,Male,Charlotte Catholic High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No,2020,18,12th,Black or African American,Male,Charlotte Catholic High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No,10,9,6,8,11,850,400,450,2.78,8,12,2,Moderate,Limited access,Trade school,2020,18,12th,Black or African American,Male,Charlotte Catholic High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No,10,9,6,8,11,850,400,450,2.78,8,12,2,Moderate,Limited access,Trade school,14,16,11,12,12,970,440,530,3.133480470766558,10,14.259244430593007,4,Working,No,NA,4,Definitely,4,120,0.353480470766558,2,2,290,Black/African American,Low Income,Developing,TRUE,TRUE,TRUE
CYC2020114,2020,2020-08-18,2020-08-30,Completed,17,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,Yes,2020,17,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,Yes,26,28,25,27,24,880,470,410,4,2,8,7,Strong,Limited access,Work,2020,17,11th,White,Female,Harding University High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,Yes,26,28,25,27,24,880,470,410,4,2,8,7,Strong,Limited access,Work,32,34,30,35,30,940,470,470,4,6,12.297101168546652,7,Enrolled 2-year,No,NA,4,Definitely,6,60,0,4,0,310,White,Low Income,High Achieving,TRUE,FALSE,FALSE
CYC2020115,2020,2020-10-11,2020-10-13,Completed,15,10th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No,2020,15,10th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No,21,19,22,20,24,1150,560,590,1.87,4,5,5,Limited,Limited access,4-year college,2020,15,10th,Black or African American,Female,Butler High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No,21,19,22,20,24,1150,560,590,1.87,4,5,5,Limited,Limited access,4-year college,26,26,25,26,24,1190,640,550,2.562996399926439,6,4.326230463902017,8,Gap year,Yes,4800,5,Definitely Not,5,40,0.692996399926439,2,3,302,Black/African American,Middle Income,Proficient,TRUE,FALSE,TRUE
CYC2020116,2020,2020-09-06,2020-09-15,Completed,17,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,N/A,2020,17,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,N/A,17,20,17,21,18,1130,590,540,3.04,10,16,6,Moderate,Limited access,Undecided,2020,17,11th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,N/A,17,20,17,21,18,1130,590,540,3.04,10,16,6,Moderate,Limited access,Undecided,20,22,18,20,19,1200,610,590,3.4758982298725303,10,22.95814787444686,7,Enrolled 4-year,Yes,12200,4,Definitely,3,70,0.43589822987253024,0,1,350,Black/African American,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2020117,2020,2020-09-25,2020-09-30,Did Not Complete,16,11th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",5,Yes,College Prep,Yes,Yes,2020,16,11th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",5,Yes,College Prep,Yes,Yes,13,12,10,17,15,790,430,360,2.45,6,6,3,Limited,Limited access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Developing,FALSE,FALSE,FALSE
CYC2020118,2020,2020-09-13,2020-09-22,Completed,18,12th,Other,Male,West Charlotte High School,No,"$100,000+",3,Yes,College Prep,No,No,2020,18,12th,Other,Male,West Charlotte High School,No,"$100,000+",3,Yes,College Prep,No,No,22,24,19,22,21,1100,500,600,1.59,8,1,3,Moderate,No reliable access,4-year college,2020,18,12th,Other,Male,West Charlotte High School,No,"$100,000+",3,Yes,College Prep,No,No,22,24,19,22,21,1100,500,600,1.59,8,1,3,Moderate,No reliable access,4-year college,25,27,25,23,23,1200,560,640,1.829372297676652,10,5.477571376063787,5,Enrolled 2-year,No,NA,5,Definitely,3,100,0.2393722976766517,2,2,342,Other/Multiracial,Higher Income,Proficient,TRUE,TRUE,FALSE
CYC2020119,2020,2020-09-28,2020-10-01,Completed,17,12th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,2020,17,12th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,24,24,24,27,26,720,360,360,2.82,5,10,10,None,Limited access,Trade school,2020,17,12th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,No,24,24,24,27,26,720,360,360,2.82,5,10,10,None,Limited access,Trade school,27,29,26,25,25,800,360,440,3.512507388138288,6,12.269178773814115,10,Enrolled 4-year,No,NA,5,Definitely,3,80,0.6925073881382882,1,0,322,White,Middle Income,Proficient,TRUE,TRUE,TRUE
CYC2020120,2020,2020-10-11,2020-10-14,Completed,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$60,000-$79,999",1,Yes,College Prep,No,N/A,2020,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$60,000-$79,999",1,Yes,College Prep,No,N/A,19,20,20,21,21,1100,580,520,2.02,9,3,3,None,Limited access,Trade school,2020,18,12th,Hispanic/Latino,Male,Olympic High School,Yes,"$60,000-$79,999",1,Yes,College Prep,No,N/A,19,20,20,21,21,1100,580,520,2.02,9,3,3,None,Limited access,Trade school,23,21,24,26,22,1190,550,640,2.435330628776812,10,5.8144062520723026,5,Enrolled 2-year,Yes,8800,1,Probably,4,90,0.4153306287768119,1,2,334,Hispanic/Latino,Middle Income,Proficient,TRUE,TRUE,TRUE
CYC2020121,2020,2020-08-28,2020-08-29,Completed,16,11th,Other,Male,Hopewell High School,No,"$25,000-$39,999",4,No,College Prep,No,Yes,2020,16,11th,Other,Male,Hopewell High School,No,"$25,000-$39,999",4,No,College Prep,No,Yes,19,21,15,22,21,1050,490,560,3.5,3,7,5,Limited,Limited access,Work,2020,16,11th,Other,Male,Hopewell High School,No,"$25,000-$39,999",4,No,College Prep,No,Yes,19,21,15,22,21,1050,490,560,3.5,3,7,5,Limited,Limited access,Work,24,26,24,25,26,1210,610,600,4,3,12.1037795050593,9,Enrolled 4-year,No,NA,5,Definitely,5,160,0.5,0,4,329,Other/Multiracial,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2020122,2020,2020-08-18,2020-08-19,Completed,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No,2020,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No,15,15,12,17,12,1160,580,580,2.2,10,0,4,Strong,Good access,4-year college,2020,18,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,College Prep,Yes,No,15,15,12,17,12,1160,580,580,2.2,10,0,4,Strong,Good access,4-year college,18,17,19,17,19,1260,640,620,2.379684573080997,10,5.007428278110654,7,Gap year,Yes,14200,4,Probably,3,100,0.17968457308099683,0,3,314,Black/African American,Middle Income,Proficient,TRUE,TRUE,FALSE
CYC2020123,2020,2020-10-01,2020-10-03,Did Not Complete,17,12th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",1,No,Career Readiness,Yes,No,2020,17,12th,Hispanic/Latino,Male,Vance High School,Yes,"$25,000-$39,999",1,No,Career Readiness,Yes,No,19,18,18,18,19,920,490,430,2.52,3,8,7,Limited,Limited access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Developing,FALSE,FALSE,FALSE
CYC2020124,2020,2020-09-17,2020-09-20,Completed,16,11th,Asian,Female,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,2020,16,11th,Asian,Female,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,20,22,20,18,22,1330,650,680,1.52,4,0,5,Limited,Limited access,Military,2020,16,11th,Asian,Female,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,20,22,20,18,22,1330,650,680,1.52,4,0,5,Limited,Limited access,Military,23,25,20,26,21,1410,700,710,1.5644004879118472,3,4.675102534909562,6,Working,Yes,9200,4,Probably,3,80,0.04440048791184714,-1,1,351,Asian,Low Income,High Achieving,TRUE,TRUE,FALSE
