participant_id,cohort_year,enrollment_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs
CYC2020199,2020,2020-09-22,16,11th,Asian,Male,West Charlotte High School,No,"$40,000-$59,999",4,Yes,College Prep,No,No
CYC2020200,2020,2020-10-01,15,10th,White,Female,Ardrey Kell High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,No
CYC2020201,2020,2020-09-21,15,10th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,Yes,No
CYC2020202,2020,2020-08-31,15,9th,White,Male,Garinger High School,No,"$25,000-$39,999",7,Yes,Intensive Support,No,No
CYC2020203,2020,2020-09-20,17,12th,Black or African American,Male,Myers Park High School,Yes,"$40,000-$59,999",4,No,College Prep,Yes,Yes
CYC2020204,2020,2020-08-28,15,10th,Black or African American,Female,Garinger High School,No,"$25,000-$39,999",7,Yes,College Prep,Yes,No
CYC2020205,2020,2020-08-31,18,12th,White,Male,Rocky River High School,No,"$60,000-$79,999",7,No,Intensive Support,Yes,Yes
CYC2020206,2020,2020-09-17,14,9th,White,Female,Myers Park High School,Yes,"$80,000-$99,999",5,Yes,Intensive Support,No,No
CYC2020207,2020,2020-08-15,18,12th,White,Female,Independence High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,Yes,N/A
CYC2020208,2020,2020-10-12,18,12th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"Under $25,000",2,Yes,Dual Track,No,No
CYC2020209,2020,2020-09-16,16,11th,White,Female,Myers Park High School,Yes,"$80,000-$99,999",3,Yes,Dual Track,No,No
CYC2020210,2020,2020-08-16,16,10th,Black or African American,Male,Independence High School,No,"$25,000-$39,999",4,Yes,Dual Track,Yes,No
CYC2020211,2020,2020-09-06,17,11th,Asian,Male,Olympic High School,No,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2020212,2020,2020-08-25,16,11th,Hispanic/Latino,Female,Independence High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,Yes
CYC2020213,2020,2020-08-20,16,11th,Black or African American,Female,Hopewell High School,Yes,"$60,000-$79,999",1,Yes,Career Readiness,Yes,No
